state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
HI,04-06-2021,77,77,77,3.12,2.96,3.28,2468,2457,2479,POINT (-157.854309 21.361013)
IA,04-06-2021,208,208,208,2.75,2.75,2.75,7658,7658,7658,POINT (-93.500061 42.074659)
IL,04-06-2021,934,925,943,3.26,2.9,3.63,28607,28491,28723,POINT (-89.148632 40.124144)
KY,04-06-2021,315,306,324,2.58,1.27,3.89,12213,11859,12567,POINT (-85.290484 37.526683)
MA,04-06-2021,177,176,178,1.05,1.05,1.05,16783,16783,16783,POINT (-71.481104 42.151077)
ME,04-06-2021,102,101,103,3.54,3.18,3.89,2883,2870,2896,POINT (-69.06137 45.117911)
MN,04-06-2021,316,296,336,3.26,2.98,3.54,9693,9667,9719,POINT (-94.198308 46.349153)
MO,04-06-2021,647,647,647,4.45,4.45,4.45,14524,14524,14524,POINT (-92.477244 38.3675)
MS,04-06-2021,178,175,181,2.26,1.49,3.04,7859,7694,8024,POINT (-89.65344 32.713378)
MT,04-06-2021,62,62,62,2.18,2.01,2.34,2848,2832,2864,POINT (-109.645127 47.033521)
ND,04-06-2021,62,62,62,3.08,3.08,3.08,2011,2011,2011,POINT (-100.46931 47.446305)
NE,04-06-2021,60,60,60,1.52,1.43,1.6,4032,4018,4045,POINT (-99.810595 41.527099)
NH,04-06-2021,33,33,33,1.19,1.19,1.19,2778,2778,2778,POINT (-71.57139 43.680429)
NJ,04-06-2021,472,472,472,2.32,2.32,2.32,20319,20319,20319,POINT (-74.655514 40.110253)
NM,04-06-2021,113,113,113,3.12,3.12,3.12,3626,3626,3626,POINT (-106.108388 34.421369)
NV,04-06-2021,217,217,217,2.93,2.93,2.93,7574,7574,7574,POINT (-114.916992 39.283294)
NY,04-06-2021,1292,1291,1293,2.71,2.71,2.71,47687,47687,47687,POINT (-75.59655 42.921241)
OK,04-06-2021,220,217,222,2.39,2.04,2.75,9271,9216,9326,POINT (-97.508297 35.583449)
PA,04-06-2021,1176,1173,1178,4.18,4.07,4.29,28429,28342,28516,POINT (-77.838886 40.896694)
SC,04-06-2021,194,194,194,2.15,2.15,2.15,9019,9019,9019,POINT (-80.864614 33.878572)
SD,04-06-2021,36,36,36,1.52,1.52,1.52,2364,2364,2364,POINT (-100.230491 44.43614)
TN,04-06-2021,474,468,481,2.76,2.76,2.76,17594,17594,17594,POINT (-86.343226 35.842998)
UT,04-06-2021,143,142,144,2.69,2.69,2.69,5319,5319,5319,POINT (-111.678222 39.323779)
VA,04-06-2021,452,451,453,2.8,2.8,2.8,16120,16120,16120,POINT (-78.666382 37.510861)
AK,05-06-2021,23,21,25,1.56,1.56,1.56,1477,1477,1477,POINT (-151.631889 63.631126)
AZ,05-06-2021,510,510,510,3.67,3.6,3.74,13900,13876,13924,POINT (-111.664616 34.293239)
CO,05-06-2021,468,455,481,4.75,4.54,4.96,9888,9866,9910,POINT (-105.547832 38.998552)
DE,05-06-2021,48,48,48,1.75,1.75,1.75,2749,2749,2749,POINT (-75.452394 38.994926)
FL,05-06-2021,2020,2019,2022,3.94,3.86,4.03,52223,52121,52325,POINT (-82.420978 28.260731)
HI,05-06-2021,70,70,70,2.82,2.64,3.01,2479,2465,2493,POINT (-157.854309 21.361013)
IA,05-06-2021,201,200,202,2.66,2.66,2.66,7655,7655,7655,POINT (-93.500061 42.074659)
IL,05-06-2021,842,830,855,2.95,2.43,3.47,28537,28403,28671,POINT (-89.148632 40.124144)
KY,05-06-2021,298,292,303,2.44,1.75,3.13,12210,12052,12368,POINT (-85.290484 37.526683)
MA,05-06-2021,172,170,175,1.04,1.04,1.04,16661,16661,16661,POINT (-71.481104 42.151077)
ME,05-06-2021,96,93,99,3.36,2.18,4.53,2871,2855,2887,POINT (-69.06137 45.117911)
MN,05-06-2021,302,281,322,3.15,2.7,3.59,9585,9554,9616,POINT (-94.198308 46.349153)
MO,05-06-2021,627,626,628,4.4,4.4,4.4,14250,14250,14250,POINT (-92.477244 38.3675)
MS,05-06-2021,158,155,161,2.04,1.06,3.02,7747,7539,7955,POINT (-89.65344 32.713378)
MT,05-06-2021,60,60,61,2.12,1.73,2.51,2853,2827,2879,POINT (-109.645127 47.033521)
ND,05-06-2021,58,58,58,2.91,2.82,3,1995,1990,2000,POINT (-100.46931 47.446305)
NE,05-06-2021,59,57,61,1.51,0.81,2.2,3996,3982,4011,POINT (-99.810595 41.527099)
NH,05-06-2021,28,28,28,1.01,1.01,1.01,2777,2777,2777,POINT (-71.57139 43.680429)
NJ,05-06-2021,470,470,470,2.32,2.32,2.32,20301,20301,20301,POINT (-74.655514 40.110253)
NM,05-06-2021,92,90,93,2.53,1.94,3.11,3626,3584,3668,POINT (-106.108388 34.421369)
NV,05-06-2021,226,226,226,3.06,3.06,3.06,7564,7561,7567,POINT (-114.916992 39.283294)
NY,05-06-2021,1286,1209,1364,2.7,0.57,4.83,47643,46514,48772,POINT (-75.59655 42.921241)
OK,05-06-2021,222,215,229,2.44,0.87,4,9208,8846,9570,POINT (-97.508297 35.583449)
PA,05-06-2021,1080,1068,1092,3.82,3.34,4.3,28610,28451,28768,POINT (-77.838886 40.896694)
SC,05-06-2021,184,183,185,2.04,2.04,2.04,9031,9031,9031,POINT (-80.864614 33.878572)
SD,05-06-2021,36,36,36,1.52,1.52,1.52,2364,2364,2364,POINT (-100.230491 44.43614)
TN,05-06-2021,433,428,438,2.52,2.52,2.52,17612,17612,17612,POINT (-86.343226 35.842998)
UT,05-06-2021,129,129,129,2.43,2.43,2.43,5318,5318,5318,POINT (-111.678222 39.323779)
VA,05-06-2021,442,435,450,2.75,2.75,2.75,16103,16103,16103,POINT (-78.666382 37.510861)
AK,06-06-2021,23,23,23,1.57,1.57,1.57,1469,1469,1469,POINT (-151.631889 63.631126)
AZ,06-06-2021,508,508,508,3.69,3.6,3.78,13779,13750,13808,POINT (-111.664616 34.293239)
CO,06-06-2021,469,455,483,4.75,4.61,4.89,9908,9885,9931,POINT (-105.547832 38.998552)
DE,06-06-2021,53,53,53,1.95,1.95,1.95,2715,2715,2715,POINT (-75.452394 38.994926)
FL,06-06-2021,2017,2012,2022,3.96,3.8,4.12,51929,51761,52097,POINT (-82.420978 28.260731)
HI,06-06-2021,63,62,64,2.54,1.88,3.19,2484,2469,2499,POINT (-157.854309 21.361013)
IA,06-06-2021,215,215,215,2.84,2.84,2.84,7664,7650,7678,POINT (-93.500061 42.074659)
IL,06-06-2021,846,833,858,2.96,2.43,3.49,28549,28390,28708,POINT (-89.148632 40.124144)
KY,06-06-2021,282,278,286,2.31,1.69,2.93,12216,12058,12374,POINT (-85.290484 37.526683)
MA,06-06-2021,167,166,168,1.01,1.01,1.01,16551,16551,16551,POINT (-71.481104 42.151077)
ME,06-06-2021,94,91,97,3.28,2.07,4.48,2857,2840,2874,POINT (-69.06137 45.117911)
MN,06-06-2021,290,269,311,3.08,2.9,3.26,9416,9386,9446,POINT (-94.198308 46.349153)
MO,06-06-2021,617,617,617,4.36,4.36,4.36,14136,14136,14136,POINT (-92.477244 38.3675)
MS,06-06-2021,155,150,160,2,0.75,3.24,7763,7530,7996,POINT (-89.65344 32.713378)
MT,06-06-2021,66,65,66,2.3,1.93,2.67,2853,2834,2872,POINT (-109.645127 47.033521)
ND,06-06-2021,54,54,54,2.71,2.6,2.81,1996,1989,2003,POINT (-100.46931 47.446305)
NE,06-06-2021,54,54,54,1.38,1.29,1.48,3977,3961,3992,POINT (-99.810595 41.527099)
NH,06-06-2021,29,29,29,1.04,1.04,1.04,2776,2776,2776,POINT (-71.57139 43.680429)
NJ,06-06-2021,476,461,490,2.34,2.34,2.34,20296,20296,20296,POINT (-74.655514 40.110253)
NM,06-06-2021,87,85,89,2.41,1.68,3.14,3626,3602,3650,POINT (-106.108388 34.421369)
NV,06-06-2021,237,237,237,3.2,3.2,3.2,7584,7584,7584,POINT (-114.916992 39.283294)
NY,06-06-2021,1273,1177,1369,2.67,0.04,5.31,47596,46191,49001,POINT (-75.59655 42.921241)
OK,06-06-2021,204,196,212,2.25,0.33,4.18,9159,8711,9607,POINT (-97.508297 35.583449)
PA,06-06-2021,998,987,1010,3.54,3.11,3.98,28506,28435,28577,POINT (-77.838886 40.896694)
SC,06-06-2021,180,180,181,2.01,2.01,2.01,8994,8994,8994,POINT (-80.864614 33.878572)
SD,06-06-2021,35,35,35,1.48,1.48,1.48,2364,2364,2364,POINT (-100.230491 44.43614)
TN,06-06-2021,426,425,427,2.48,2.48,2.48,17580,17580,17580,POINT (-86.343226 35.842998)
UT,06-06-2021,120,120,120,2.26,2.26,2.26,5317,5317,5317,POINT (-111.678222 39.323779)
VA,06-06-2021,424,424,424,2.63,2.57,2.69,16120,16089,16151,POINT (-78.666382 37.510861)
AK,07-06-2021,21,21,21,1.43,1.43,1.43,1472,1472,1472,POINT (-151.631889 63.631126)
AZ,07-06-2021,541,541,541,3.94,3.83,4.05,13740,13703,13776,POINT (-111.664616 34.293239)
CO,07-06-2021,460,446,474,4.66,4.34,4.99,9898,9874,9922,POINT (-105.547832 38.998552)
DE,07-06-2021,46,46,46,1.7,1.7,1.7,2713,2713,2713,POINT (-75.452394 38.994926)
FL,07-06-2021,2006,1951,2062,3.91,2.8,5.03,52210,52011,52409,POINT (-82.420978 28.260731)
HI,07-06-2021,37,37,37,1.49,1.3,1.68,2480,2461,2499,POINT (-157.854309 21.361013)
IA,07-06-2021,143,142,144,1.89,1.89,1.89,7680,7680,7680,POINT (-93.500061 42.074659)
IL,07-06-2021,831,819,843,2.91,2.36,3.46,28537,28365,28709,POINT (-89.148632 40.124144)
KY,07-06-2021,282,280,284,2.31,2.31,2.31,12215,12215,12215,POINT (-85.290484 37.526683)
MA,07-06-2021,161,160,162,0.97,0.97,0.97,16587,16587,16587,POINT (-71.481104 42.151077)
ME,07-06-2021,100,99,101,3.49,3.12,3.85,2869,2850,2888,POINT (-69.06137 45.117911)
MN,07-06-2021,261,240,282,2.78,2.71,2.85,9388,9357,9419,POINT (-94.198308 46.349153)
MO,07-06-2021,652,652,653,4.58,4.55,4.61,14240,14232,14248,POINT (-92.477244 38.3675)
MS,07-06-2021,163,145,181,2.1,-1.42,5.63,7755,7364,8146,POINT (-89.65344 32.713378)
MT,07-06-2021,71,71,71,2.49,2.28,2.71,2850,2831,2869,POINT (-109.645127 47.033521)
ND,07-06-2021,56,54,58,2.75,2.75,2.75,2039,2039,2039,POINT (-100.46931 47.446305)
NE,07-06-2021,65,64,66,1.66,1.41,1.9,4001,3982,4020,POINT (-99.810595 41.527099)
NH,07-06-2021,30,30,30,1.08,1.08,1.08,2776,2776,2776,POINT (-71.57139 43.680429)
NJ,07-06-2021,466,466,466,2.29,2.29,2.29,20315,20315,20315,POINT (-74.655514 40.110253)
NM,07-06-2021,100,100,100,2.75,2.75,2.75,3632,3632,3632,POINT (-106.108388 34.421369)
NV,07-06-2021,256,256,256,3.46,3.46,3.46,7578,7578,7578,POINT (-114.916992 39.283294)
NY,07-06-2021,1274,1171,1378,2.68,-0.18,5.53,47640,46118,49162,POINT (-75.59655 42.921241)
OK,07-06-2021,194,185,202,2.14,0.06,4.22,9145,8659,9631,POINT (-97.508297 35.583449)
PA,07-06-2021,970,963,977,3.47,3.19,3.75,28272,28166,28378,POINT (-77.838886 40.896694)
SC,07-06-2021,170,169,171,1.89,1.57,2.21,8993,8912,9074,POINT (-80.864614 33.878572)
SD,07-06-2021,38,38,38,1.61,1.61,1.61,2364,2364,2364,POINT (-100.230491 44.43614)
TN,07-06-2021,414,413,415,2.41,2.41,2.41,17609,17609,17609,POINT (-86.343226 35.842998)
UT,07-06-2021,140,140,140,2.63,2.51,2.76,5317,5297,5337,POINT (-111.678222 39.323779)
VA,07-06-2021,448,448,449,2.78,2.69,2.87,16120,16081,16159,POINT (-78.666382 37.510861)
AK,08-06-2021,18,14,22,1.22,-3.95,6.4,1472,1288,1656,POINT (-151.631889 63.631126)
AZ,08-06-2021,540,540,540,3.88,3.74,4.02,13931,13884,13978,POINT (-111.664616 34.293239)
CO,08-06-2021,440,413,467,4.46,1.94,6.99,9890,9604,10176,POINT (-105.547832 38.998552)
DE,08-06-2021,47,25,69,1.72,-13,16.45,2726,1868,3584,POINT (-75.452394 38.994926)
FL,08-06-2021,2060,2038,2082,3.99,3.27,4.72,52530,51772,53288,POINT (-82.420978 28.260731)
HI,08-06-2021,35,21,49,1.41,-8.65,11.47,2488,2129,2847,POINT (-157.854309 21.361013)
IA,08-06-2021,148,148,148,1.96,1.96,1.96,7661,7661,7661,POINT (-93.500061 42.074659)
IL,08-06-2021,819,799,839,2.87,1.96,3.79,28488,28155,28821,POINT (-89.148632 40.124144)
KY,08-06-2021,282,278,286,2.32,1.7,2.94,12169,12011,12327,POINT (-85.290484 37.526683)
MA,08-06-2021,169,169,169,1.01,1.01,1.01,16715,16715,16715,POINT (-71.481104 42.151077)
ME,08-06-2021,96,90,102,3.34,0.69,5.99,2875,2764,2986,POINT (-69.06137 45.117911)
MN,08-06-2021,270,249,291,2.81,2.11,3.52,9606,9544,9668,POINT (-94.198308 46.349153)
MO,08-06-2021,672,656,688,4.66,3.28,6.05,14418,14119,14717,POINT (-92.477244 38.3675)
MS,08-06-2021,168,145,191,2.15,-2.28,6.57,7831,7333,8329,POINT (-89.65344 32.713378)
MT,08-06-2021,73,66,80,2.56,-1.21,6.34,2850,2684,3016,POINT (-109.645127 47.033521)
ND,08-06-2021,64,64,64,3.17,3.07,3.27,2020,2014,2026,POINT (-100.46931 47.446305)
NE,08-06-2021,65,65,65,1.65,1.55,1.76,4010,3995,4025,POINT (-99.810595 41.527099)
NH,08-06-2021,34,34,34,1.22,1.22,1.22,2776,2776,2776,POINT (-71.57139 43.680429)
NJ,08-06-2021,445,445,445,2.19,2.19,2.19,20281,20281,20281,POINT (-74.655514 40.110253)
NM,08-06-2021,106,105,107,2.92,2.69,3.15,3632,3618,3646,POINT (-106.108388 34.421369)
NV,08-06-2021,234,234,234,3.31,3.31,3.31,7240,7240,7240,POINT (-114.916992 39.283294)
NY,08-06-2021,1228,1113,1343,2.57,-0.64,5.78,47766,46051,49481,POINT (-75.59655 42.921241)
OK,08-06-2021,216,206,226,2.37,-0.17,4.9,9233,8610,9856,POINT (-97.508297 35.583449)
PA,08-06-2021,958,950,966,3.42,3.06,3.77,28387,28256,28518,POINT (-77.838886 40.896694)
SC,08-06-2021,165,158,172,1.83,0.09,3.57,9034,8610,9458,POINT (-80.864614 33.878572)
SD,08-06-2021,34,34,34,1.44,1.39,1.49,2364,2359,2369,POINT (-100.230491 44.43614)
TN,08-06-2021,406,404,408,2.36,2.36,2.36,17635,17635,17635,POINT (-86.343226 35.842998)
UT,08-06-2021,149,149,149,2.8,2.58,3.02,5318,5285,5351,POINT (-111.678222 39.323779)
VA,08-06-2021,407,402,412,2.55,2.11,3,15940,15853,16027,POINT (-78.666382 37.510861)
NC,09-05-2021,947,947,947,4.44,4.44,4.44,21434,21412,21456,POINT (-79.130883 35.52603)
OH,09-05-2021,1485,1485,1485,5.18,5.18,5.18,28728,28728,28728,POINT (-82.70936 40.415534)
OR,09-05-2021,358,357,359,5.33,4.85,5.82,6714,6648,6780,POINT (-120.605279 43.940449)
RI,09-05-2021,133,133,133,6.1,6.1,6.1,2180,2024,2336,POINT (-71.534637 41.572574)
TX,09-05-2021,2924,2899,2949,4.98,4.6,5.36,58918,58877,58959,POINT (-99.317341 31.447238)
VT,09-05-2021,12,12,12,1.02,1.02,1.02,1174,1174,1174,POINT (-72.662695 44.075252)
WA,09-05-2021,644,638,650,4.96,4.96,4.96,12995,12995,12995,POINT (-120.592492 47.411715)
WI,09-05-2021,417,417,417,3.58,3.55,3.61,11908,11899,11917,POINT (-89.732969 44.639954)
WV,09-05-2021,248,248,248,4.99,4.99,4.99,4972,4972,4972,POINT (-80.613729 38.642579)
WY,09-05-2021,22,16,28,1.82,1.15,2.49,1218,1002,1434,POINT (-107.55145 42.999627)
NC,10-05-2021,1006,1006,1006,4.71,4.71,4.71,21489,21468,21510,POINT (-79.130883 35.52603)
OH,10-05-2021,1434,1434,1434,5,5,5,28718,28718,28718,POINT (-82.70936 40.415534)
OR,10-05-2021,404,404,404,5.99,5.99,5.99,6740,6740,6740,POINT (-120.605279 43.940449)
RI,10-05-2021,143,143,143,6.49,6.49,6.49,2203,2203,2203,POINT (-71.534637 41.572574)
TX,10-05-2021,2960,2958,2962,5.03,5,5.05,59055,59039,59072,POINT (-99.317341 31.447238)
VT,10-05-2021,11,11,11,0.94,0.94,0.94,1174,1174,1174,POINT (-72.662695 44.075252)
WA,10-05-2021,834,834,834,7.1,7.1,7.1,11749,11749,11749,POINT (-120.592492 47.411715)
WI,10-05-2021,368,368,368,3.15,3.15,3.15,11932,11932,11932,POINT (-89.732969 44.639954)
WV,10-05-2021,253,252,254,5.12,4.93,5.3,4945,4934,4956,POINT (-80.613729 38.642579)
WY,10-05-2021,18,13,23,1.49,1.49,1.49,1218,1019,1417,POINT (-107.55145 42.999627)
NC,11-05-2021,955,954,956,4.45,4.45,4.45,21540,21520,21560,POINT (-79.130883 35.52603)
OH,11-05-2021,1403,1403,1403,4.88,4.88,4.88,28827,28804,28850,POINT (-82.70936 40.415534)
OR,11-05-2021,412,411,413,6.07,6.07,6.07,6786,6786,6786,POINT (-120.605279 43.940449)
RI,11-05-2021,136,136,136,6.14,6.14,6.14,2216,2216,2216,POINT (-71.534637 41.572574)
TX,11-05-2021,2998,2998,2998,5.07,5.05,5.09,59314,59289,59338,POINT (-99.317341 31.447238)
VT,11-05-2021,17,17,17,1.45,1.45,1.45,1174,1174,1174,POINT (-72.662695 44.075252)
WA,11-05-2021,832,831,833,6.98,6.98,6.98,11927,11927,11927,POINT (-120.592492 47.411715)
WI,11-05-2021,366,366,366,3.16,3.16,3.16,11840,11840,11840,POINT (-89.732969 44.639954)
WV,11-05-2021,282,279,284,5.65,5.65,5.65,4984,4984,4984,POINT (-80.613729 38.642579)
WY,11-05-2021,20,15,25,1.66,1.26,2.06,1216,1017,1415,POINT (-107.55145 42.999627)
NC,12-05-2021,950,950,950,4.43,4.43,4.43,21557,21537,21577,POINT (-79.130883 35.52603)
OH,12-05-2021,1374,1374,1374,4.74,4.74,4.74,29042,29042,29042,POINT (-82.70936 40.415534)
OR,12-05-2021,394,394,395,5.8,5.8,5.8,6806,6806,6806,POINT (-120.605279 43.940449)
RI,12-05-2021,133,133,133,5.92,5.92,5.92,2247,2247,2247,POINT (-71.534637 41.572574)
TX,12-05-2021,2856,2850,2862,4.79,4.6,4.99,59762,59523,60001,POINT (-99.317341 31.447238)
VT,12-05-2021,15,15,15,1.27,1.27,1.27,1184,1184,1184,POINT (-72.662695 44.075252)
WA,12-05-2021,812,810,813,6.8,6.8,6.8,11929,11929,11929,POINT (-120.592492 47.411715)
WI,12-05-2021,381,381,381,3.24,3.24,3.24,12031,12031,12031,POINT (-89.732969 44.639954)
WV,12-05-2021,285,285,285,5.69,5.69,5.69,5013,5013,5013,POINT (-80.613729 38.642579)
WY,12-05-2021,24,18,29,1.95,1.95,1.95,1216,1017,1415,POINT (-107.55145 42.999627)
NC,13-05-2021,931,931,931,4.34,4.3,4.37,21598,21579,21617,POINT (-79.130883 35.52603)
OH,13-05-2021,1417,1412,1422,4.92,4.92,4.92,28866,28866,28866,POINT (-82.70936 40.415534)
OR,13-05-2021,399,398,400,5.9,5.9,5.9,6762,6762,6762,POINT (-120.605279 43.940449)
RI,13-05-2021,137,137,137,6.11,6.11,6.11,2241,2241,2241,POINT (-71.534637 41.572574)
TX,13-05-2021,2793,2793,2793,4.67,4.67,4.67,59962,59882,60042,POINT (-99.317341 31.447238)
VT,13-05-2021,14,14,14,1.18,1.18,1.18,1185,1185,1185,POINT (-72.662695 44.075252)
WA,13-05-2021,788,787,788,6.61,6.61,6.61,11907,11907,11907,POINT (-120.592492 47.411715)
WI,13-05-2021,382,381,382,3.25,3.25,3.25,12004,12004,12004,POINT (-89.732969 44.639954)
WV,13-05-2021,263,263,263,5.27,5.27,5.27,4986,4986,4986,POINT (-80.613729 38.642579)
WY,13-05-2021,26,21,31,2.16,0.9,3.42,1216,1015,1417,POINT (-107.55145 42.999627)
NC,14-05-2021,902,902,902,4.2,4.17,4.24,21593,21574,21612,POINT (-79.130883 35.52603)
OH,14-05-2021,1292,1285,1298,4.5,4.5,4.5,28777,28777,28777,POINT (-82.70936 40.415534)
OR,14-05-2021,385,385,385,5.71,5.71,5.71,6747,6747,6747,POINT (-120.605279 43.940449)
RI,14-05-2021,126,120,133,5.69,0.84,10.53,2224,2034,2415,POINT (-71.534637 41.572574)
TX,14-05-2021,2770,2770,2770,4.65,4.62,4.67,59783,59749,59816,POINT (-99.317341 31.447238)
VT,14-05-2021,15,15,15,1.28,1.28,1.28,1175,1175,1175,POINT (-72.662695 44.075252)
WA,14-05-2021,652,646,659,4.97,4.97,4.97,13138,13138,13138,POINT (-120.592492 47.411715)
WI,14-05-2021,396,395,398,3.38,3.38,3.38,11973,11973,11973,POINT (-89.732969 44.639954)
WV,14-05-2021,258,258,258,5.17,5.17,5.17,4987,4987,4987,POINT (-80.613729 38.642579)
WY,14-05-2021,25,20,30,2.07,2.07,2.07,1216,1017,1415,POINT (-107.55145 42.999627)
NC,15-05-2021,828,826,830,3.88,3.78,3.98,21458,21439,21477,POINT (-79.130883 35.52603)
OH,15-05-2021,1254,1254,1254,4.37,4.37,4.37,28740,28740,28740,POINT (-82.70936 40.415534)
OR,15-05-2021,408,408,409,6.06,6.06,6.06,6739,6739,6739,POINT (-120.605279 43.940449)
RI,15-05-2021,124,124,124,5.59,5.59,5.59,2220,2220,2220,POINT (-71.534637 41.572574)
TX,15-05-2021,2675,2675,2675,4.56,4.53,4.59,58810,58776,58844,POINT (-99.317341 31.447238)
VT,15-05-2021,10,10,10,0.85,0.85,0.85,1175,1175,1175,POINT (-72.662695 44.075252)
WA,15-05-2021,647,641,653,4.95,4.95,4.95,13082,13082,13082,POINT (-120.592492 47.411715)
WI,15-05-2021,391,390,392,3.34,3.34,3.34,11982,11982,11982,POINT (-89.732969 44.639954)
WV,15-05-2021,245,244,246,5.03,5.03,5.03,4867,4867,4867,POINT (-80.613729 38.642579)
WY,15-05-2021,27,22,32,2.24,1.51,2.97,1216,1015,1417,POINT (-107.55145 42.999627)
NC,16-05-2021,833,833,833,3.91,3.91,3.91,21440,21422,21458,POINT (-79.130883 35.52603)
OH,16-05-2021,1276,1276,1277,4.44,4.44,4.44,28782,28782,28782,POINT (-82.70936 40.415534)
OR,16-05-2021,391,391,391,5.81,5.81,5.81,6724,6724,6724,POINT (-120.605279 43.940449)
RI,16-05-2021,122,122,122,5.58,5.58,5.58,2186,2186,2186,POINT (-71.534637 41.572574)
TX,16-05-2021,2629,2628,2630,4.56,4.53,4.6,57750,57714,57787,POINT (-99.317341 31.447238)
VT,16-05-2021,11,11,11,0.94,0.94,0.94,1175,1175,1175,POINT (-72.662695 44.075252)
WA,16-05-2021,748,741,754,6.14,5.39,6.9,12170,12020,12320,POINT (-120.592492 47.411715)
WI,16-05-2021,372,372,372,3.17,3.17,3.17,11985,11985,11985,POINT (-89.732969 44.639954)
WV,16-05-2021,232,231,234,4.68,4.68,4.68,4967,4967,4967,POINT (-80.613729 38.642579)
WY,16-05-2021,30,25,35,2.49,2.49,2.49,1216,1017,1415,POINT (-107.55145 42.999627)
NC,17-05-2021,838,836,840,3.93,3.85,4.01,21442,21425,21459,POINT (-79.130883 35.52603)
OH,17-05-2021,1349,1348,1350,4.71,4.71,4.71,28716,28716,28716,POINT (-82.70936 40.415534)
OR,17-05-2021,398,398,398,5.87,5.87,5.87,6775,6775,6775,POINT (-120.605279 43.940449)
RI,17-05-2021,113,113,113,5.11,5.11,5.11,2211,2211,2211,POINT (-71.534637 41.572574)
TX,17-05-2021,2660,2659,2661,4.61,4.61,4.61,57894,57894,57894,POINT (-99.317341 31.447238)
VT,17-05-2021,11,11,11,0.94,0.94,0.94,1175,1175,1175,POINT (-72.662695 44.075252)
WA,17-05-2021,737,736,738,6.28,6.28,6.28,11736,11736,11736,POINT (-120.592492 47.411715)
WI,17-05-2021,386,386,386,3.3,3.3,3.3,11966,11966,11966,POINT (-89.732969 44.639954)
WV,17-05-2021,221,221,221,4.52,4.52,4.52,4888,4888,4888,POINT (-80.613729 38.642579)
WY,17-05-2021,32,26,37,2.61,-0.13,5.35,1216,1011,1421,POINT (-107.55145 42.999627)
NC,18-05-2021,831,830,832,3.88,3.83,3.94,21517,21501,21533,POINT (-79.130883 35.52603)
OH,18-05-2021,1308,1302,1314,4.56,4.56,4.56,28771,28771,28771,POINT (-82.70936 40.415534)
OR,18-05-2021,390,390,390,5.73,5.73,5.73,6811,6811,6811,POINT (-120.605279 43.940449)
RI,18-05-2021,116,116,116,5.29,5.29,5.29,2191,2191,2191,POINT (-71.534637 41.572574)
TX,18-05-2021,2668,2667,2670,4.52,4.52,4.52,59251,59251,59251,POINT (-99.317341 31.447238)
VT,18-05-2021,9,9,9,0.76,0.76,0.76,1178,1178,1178,POINT (-72.662695 44.075252)
WA,18-05-2021,779,779,779,6.55,6.55,6.55,11899,11899,11899,POINT (-120.592492 47.411715)
WI,18-05-2021,375,375,375,3.22,3.22,3.22,11906,11906,11906,POINT (-89.732969 44.639954)
WV,18-05-2021,228,226,229,4.56,4.56,4.56,4990,4990,4990,POINT (-80.613729 38.642579)
WY,18-05-2021,34,29,39,2.82,2.54,3.09,1216,1017,1415,POINT (-107.55145 42.999627)
NC,19-05-2021,808,808,808,3.78,3.78,3.78,21514,21501,21527,POINT (-79.130883 35.52603)
OH,19-05-2021,1344,1344,1344,4.65,4.65,4.65,28945,28945,28945,POINT (-82.70936 40.415534)
OR,19-05-2021,374,374,375,5.49,5.49,5.49,6816,6816,6816,POINT (-120.605279 43.940449)
RI,19-05-2021,114,114,114,5.13,5.13,5.13,2223,2223,2223,POINT (-71.534637 41.572574)
TX,19-05-2021,2778,2772,2783,4.66,4.46,4.85,59773,59534,60012,POINT (-99.317341 31.447238)
VT,19-05-2021,11,11,11,0.93,0.93,0.93,1178,1178,1178,POINT (-72.662695 44.075252)
WA,19-05-2021,780,780,781,6.56,6.56,6.56,11906,11906,11906,POINT (-120.592492 47.411715)
WI,19-05-2021,352,352,353,2.99,2.92,3.07,12031,12011,12051,POINT (-89.732969 44.639954)
WV,19-05-2021,239,239,239,4.78,4.78,4.78,5002,5002,5002,POINT (-80.613729 38.642579)
WY,19-05-2021,32,27,37,2.66,1.9,3.43,1212,1019,1405,POINT (-107.55145 42.999627)
NC,20-05-2021,770,761,778,3.56,3.16,3.97,21726,21681,21772,POINT (-79.130883 35.52603)
OH,20-05-2021,1250,1249,1251,4.35,4.35,4.35,28792,28792,28792,POINT (-82.70936 40.415534)
OR,20-05-2021,377,377,377,5.52,5.52,5.52,6834,6834,6834,POINT (-120.605279 43.940449)
RI,20-05-2021,116,116,116,5.22,5.22,5.22,2222,2222,2222,POINT (-71.534637 41.572574)
TX,20-05-2021,2572,2567,2577,4.29,4.21,4.38,60085,60073,60097,POINT (-99.317341 31.447238)
VT,20-05-2021,10,10,10,0.85,0.85,0.85,1178,1178,1178,POINT (-72.662695 44.075252)
WA,20-05-2021,676,632,720,5.6,2.38,8.82,12072,11825,12320,POINT (-120.592492 47.411715)
WI,20-05-2021,315,314,316,2.69,2.59,2.78,11980,11970,11990,POINT (-89.732969 44.639954)
WV,20-05-2021,235,234,236,4.74,4.74,4.74,4961,4961,4961,POINT (-80.613729 38.642579)
