station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,2017-01-09,8.24,21.2,10.4,8.052984,40,27.96175,0.7086618,7.086618,0.05905515
HURON RGNL AP,SD,44.3981,-98.2231,390.1,2017-01-10,4.1,22.1,15.44,15.211192,340,40.936002,1.8110246,3.149608,0.14173236
YAKIMA AIR TERMINAL,WA,46.5683,-120.5428,324.3,2017-01-10,14.18,31.1,22.64,5.59235,330,29.08022,0.3149608,9.842525,0.07086618
BISMARCK,ND,46.7708,-100.7603,505.4,2017-01-10,-4.9,9.14,4.46,11.855782,320,29.974996,3.1889781,18.897648,0.1181103
PIERRE RGNL AP,SD,44.3814,-100.2856,531,2017-01-10,7.16,15.26,13.28,14.092722,320,34.001488,0.5118113,5.118113,0.05118113
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,2017-01-10,0.14,25.16,16.88,7.158208,320,25.948504,1.4960638,7.086618,0.07086618
ST CLOUD RGNL AP,MN,45.5433,-94.0514,310.3,2017-01-10,0.14,24.26,18.32,12.750558,310,40.041226,2.2834658,3.93701,0.12992133
ABERDEEN,SD,45.4558,-98.4131,396.8,2017-01-10,-4.9,10.22,8.78,13.869028,310,34.001488,4.2913409,7.086618,0.14173236
DULUTH,MN,46.8369,-92.2097,435.3,2017-01-10,-1.84,24.26,19.94,12.526864,300,38.02798,3.7007894,11.023628,0.20078751
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,2017-01-10,-4.9,12.2,9.5,14.092722,300,31.093466,2.2834658,9.055123,0.22047256
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,2017-01-10,-6.88,7.16,5.54,14.54011,300,31.093466,1.4173236,11.81103,0.09842525
MINNEAPOLIS/ST PAUL AP,MN,44.8831,-93.2289,265.8,2017-01-10,4.1,28.22,24.26,12.750558,300,35.119958,2.2047256,1.181103,0.22834658
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,2017-01-10,6.26,32,24.98,17.89552,300,44.067718,2.4015761,3.149608,0.27952771
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,2017-01-10,-11.74,3.2,1.94,11.632088,300,27.96175,0.9055123,7.87402,0.03149608
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-01-10,-3.82,19.22,12.92,10.06623,290,29.08022,2.4015761,16.929143,0.14173236
LEWISTON NEZ PERCE CO AP,ID,46.3747,-117.0156,437.7,2017-01-10,28.22,33.08,29.84,0.671082,290,8.94776,1.181103,1.181103,0.09842525
AKRON CANTON RGNL AP,OH,40.9167,-81.4333,368.2,2017-01-10,27.14,48.92,31.46,21.922012,280,51.002232,0.5905515,1.968505,0.24015761
FLINT BISHOP INTL AP,MI,42.9667,-83.7494,234.7,2017-01-10,26.24,46.94,31.46,19.01399,270,44.962494,4.0944904,3.93701,0.40944904
LANSING CAPITAL CITY AP,MI,42.7803,-84.5789,256.3,2017-01-10,26.24,46.94,32.18,20.803542,270,53.015478,2.0866153,3.149608,0.42913409
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-10,23.18,37.04,27.86,13.42164,270,44.962494,4.0157502,16.141741,0.59842552
GREEN BAY,WI,44.4983,-88.1111,207.9,2017-01-10,15.26,37.94,31.64,16.105968,270,48.09421,2.2834658,5.905515,0.72047283
LA CROSSE MUNI AP,WI,43.8789,-91.2528,198.7,2017-01-10,12.2,37.04,31.28,11.1847,270,38.922756,2.9133874,5.118113,0.81102406
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-01-10,22.1,42.98,26.96,14.987498,270,46.97574,3.1889781,11.81103,0.64173263
CLEVELAND,OH,41.4131,-81.86,232.6,2017-01-10,28.22,51.08,33.98,21.25093,260,59.055216,0.9055123,1.181103,0.38976399
SOUTH BEND MICHIANA RGNL AP,IN,41.7072,-86.3164,235.6,2017-01-10,28.22,50,34.88,19.685072,260,51.002232,0.1181103,1.968505,0.33070884
DETROIT METRO AP,MI,42.2314,-83.3308,192.3,2017-01-10,27.14,48.92,32.54,20.13246,260,53.015478,2.9921276,3.149608,0.53149635
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,2017-01-10,25.16,46.94,29.84,15.434886,250,44.962494,1.8897648,3.149608,0.5511814
GRAND RAPIDS,MI,42.8939,-85.5447,237.1,2017-01-10,27.14,46.94,32.9,20.803542,250,55.028724,1.2992133,3.93701,0.5118113
TOLEDO EXPRESS AP,OH,41.5886,-83.8014,203.9,2017-01-10,27.14,48.02,33.08,16.553356,240,55.028724,0.1181103,1.181103,0.51968532
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-01-10,24.26,42.98,27.32,14.092722,230,40.936002,3.3858286,3.93701,0.51968532
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,2017-01-10,-13.9,-2.74,-5.98,5.816044,220,14.092722,1.6141741,5.118113,0.09842525
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,2017-01-10,-16.78,2.12,-0.94,10.737312,220,23.040482,0.5118113,7.87402,0.05118113
MANSFIELD LAHM MUNI AP,OH,40.8203,-82.5178,394.7,2017-01-10,28.22,48.02,33.08,24.158952,210,61.068462,0.3149608,1.968505,0.35826791
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,2017-01-10,18.14,39.02,25.34,14.316416,200,48.09421,0.3149608,1.181103,0.11023628
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-01-10,28.22,37.94,32.72,17.000744,200,38.922756,0.9055123,7.87402,0.35826791
PITTSBURGH INTL AP,PA,40.4847,-80.2144,366.7,2017-01-10,23.18,50,30.38,11.855782,200,42.054472,0.5118113,1.181103,0.16141741
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,2017-01-10,27.14,46.04,33.62,18.566602,180,53.910254,2.0866153,5.905515,0.37007894
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-01-10,26.24,48.92,31.46,24.830034,180,68.002976,0.5118113,3.93701,0.27952771
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,2017-01-10,-1.84,39.02,12.38,3.802798,160,23.040482,0.1968505,11.023628,0.03149608
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,2017-01-10,10.22,33.98,20.66,14.092722,140,38.02798,0.7086618,1.968505,0.22834658
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,2017-01-10,32,39.92,34.16,9.618842,120,25.948504,3.5039389,7.086618,1.01181157
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-01-10,10.22,26.24,20.66,2.23694,110,23.935258,0.5905515,14.960638,0.01968505
NOME MUNI AP,AK,64.5111,-165.44,4,2017-01-10,0.14,18.14,4.28,0.447388,110,6.039738,0.3149608,18.110246,0.01181103
PORTLAND INTL AP,OR,45.5908,-122.6003,5.8,2017-01-10,31.1,37.94,35.6,13.42164,100,35.119958,6.4960665,7.0078778,0.64960665
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,2017-01-10,-0.76,19.22,6.44,10.513618,20,25.053728,0.9842525,7.87402,0.05905515
PENDLETON,OR,45.6906,-118.8528,461.8,2017-01-10,17.24,35.96,29.66,8.500372,20,21.922012,4.4881914,7.086618,0.38188997
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,2017-01-10,6.26,23.18,15.26,7.605596,10,51.002232,0.3149608,3.93701,0.01181103
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-01-10,14.18,27.14,26.06,7.605596,10,19.01399,0.7086618,9.842525,0.0393701
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-01-11,-22.9,-1.84,-16.96,1.342164,360,6.039738,0.7086618,18.897648,0.03149608
MINNEAPOLIS/ST PAUL AP,MN,44.8831,-93.2289,265.8,2017-01-11,4.1,10.22,6.62,6.487126,350,21.027236,2.0866153,3.93701,0.1181103
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,2017-01-11,5.18,11.12,8.42,11.632088,350,23.935258,0.1181103,5.118113,0.01181103
ABERDEEN,SD,45.4558,-98.4131,396.8,2017-01-11,-4.9,4.1,1.94,9.618842,350,19.01399,0.7086618,7.87402,0.0393701
PIERRE RGNL AP,SD,44.3814,-100.2856,531,2017-01-11,4.1,7.16,5.72,11.1847,350,25.053728,0.5118113,5.118113,0.09055123
YAKIMA AIR TERMINAL,WA,46.5683,-120.5428,324.3,2017-01-11,11.12,26.24,24.98,5.368656,330,25.948504,0.1181103,9.842525,0.01968505
HURON RGNL AP,SD,44.3981,-98.2231,390.1,2017-01-11,2.12,8.24,5.54,10.289924,320,27.066974,0.7086618,3.149608,0.05118113
PENDLETON,OR,45.6906,-118.8528,461.8,2017-01-11,2.12,18.14,17.6,5.368656,320,16.105968,2.9133874,7.086618,0.12992133
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,2017-01-11,-4.9,21.2,11.12,12.750558,320,38.02798,0.1181103,14.960638,0.01181103
BISMARCK,ND,46.7708,-100.7603,505.4,2017-01-11,-25.78,4.1,-0.22,6.71082,310,21.922012,0.1968505,20.078751,0.01968505
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,2017-01-11,-9.76,3.2,-1.12,9.171454,300,23.040482,0.3149608,9.842525,0.01968505
ST CLOUD RGNL AP,MN,45.5433,-94.0514,310.3,2017-01-11,-1.84,6.26,2.12,6.71082,300,17.000744,3.7007894,5.118113,0.11023628
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-01-11,-6.88,24.26,17.06,20.13246,300,36.014734,0.7086618,5.905515,0.05905515
DULUTH,MN,46.8369,-92.2097,435.3,2017-01-11,-7.78,5.18,0.86,8.500372,280,25.053728,0.9842525,12.992133,0.07086618
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-11,19.22,32,25.34,9.395148,270,50.107456,5.118113,18.110246,0.33858286
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-01-11,22.1,33.98,29.48,10.961006,270,46.080964,0.1968505,11.023628,0.1181103
GREEN BAY,WI,44.4983,-88.1111,207.9,2017-01-11,13.1,21.2,18.86,10.289924,260,38.922756,1.181103,5.118113,0.0393701
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,2017-01-11,-0.76,6.26,0.86,8.500372,240,27.96175,1.4173236,9.842525,0.05905515
LEWISTON NEZ PERCE CO AP,ID,46.3747,-117.0156,437.7,2017-01-11,14.18,29.12,26.06,5.59235,230,25.948504,0.9055123,1.968505,0.07086618
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-01-11,29.12,39.92,36.14,22.593094,230,40.936002,0.3149608,5.118113,0.16141741
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-01-11,23.18,35.06,31.64,10.513618,230,46.080964,2.9921276,3.93701,0.24015761
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,2017-01-11,-16.78,2.12,-5.62,10.961006,190,21.027236,0.3149608,11.81103,0.03149608
PORTLAND INTL AP,OR,45.5908,-122.6003,5.8,2017-01-11,26.24,32,31.28,12.30317,90,29.08022,1.4960638,5.9842552,0.07086618
MADISON DANE RGNL AP,WI,43.1406,-89.3453,264,2017-01-11,16.16,32,22.28,9.618842,20,23.040482,0.393701,1.181103,0.0787402
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,2017-01-11,2.12,7.16,6.44,10.737312,10,29.974996,0.7086618,5.118113,0.03149608
MADISON DANE RGNL AP,WI,43.1406,-89.3453,264,2017-01-12,13.1,21.2,16.52,7.82929,310,23.040482,0.7086618,1.968505,0.03149608
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-01-12,14.18,24.26,23.72,7.158208,290,27.066974,1.1023628,7.87402,0.29133874
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-01-12,15.26,24.26,22.28,8.052984,280,29.08022,2.0078751,9.842525,0.20078751
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-12,13.1,22.1,17.96,7.82929,260,40.936002,0.3149608,22.047256,0.01968505
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-12,28.22,33.98,29.66,4.921268,110,12.974252,0.5118113,5.118113,0.05905515
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-01-12,-2.74,1.22,-2.92,0.447388,60,4.921268,1.1023628,18.897648,0.05905515
NORFOLK KARL STEFAN AP,NE,41.9856,-97.4353,472.7,2017-01-12,3.2,20.12,11.12,8.052984,40,23.040482,0.3149608,1.968505,0.01968505
KODIAK AP,AK,57.7511,-152.4856,24.4,2017-01-12,15.26,37.04,20.48,7.82929,30,23.040482,0.7086618,1.181103,0.07086618
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-01-12,-31.9,-7.78,-10.3,1.565858,20,12.974252,0.5118113,18.110246,0.03149608
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,2017-01-12,25.16,31.1,28.76,10.06623,10,23.040482,4.8031522,1.968505,0.22047256
BISHOP AP,CA,37.3711,-118.3581,1250.3,2017-01-13,33.08,46.94,37.94,4.921268,360,17.000744,0.9842525,1.181103,0.09842525
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-13,8.24,18.14,13.82,7.158208,290,36.014734,1.8110246,20.078751,0.09842525
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,2017-01-13,23.18,31.1,26.42,5.59235,210,34.001488,2.5196864,9.842525,0.05118113
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,2017-01-13,8.24,28.22,14.9,9.618842,200,29.08022,0.7086618,1.181103,0.03149608
ABERDEEN,SD,45.4558,-98.4131,396.8,2017-01-13,-18.76,10.22,-5.26,11.632088,170,27.066974,0.1181103,7.87402,0.01181103
SIOUX FALLS,SD,43.5878,-96.7289,435.9,2017-01-13,-0.76,18.14,4.82,8.724066,160,19.908766,0.393701,1.181103,0.01968505
PIERRE RGNL AP,SD,44.3814,-100.2856,531,2017-01-13,-7.78,21.2,3.02,8.94776,130,23.040482,0.3149608,5.118113,0.03149608
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-13,33.08,42.98,34.16,12.974252,120,38.922756,1.6929143,5.118113,2.53149743
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-13,15.26,22.1,19.22,24.830034,40,51.002232,1.4960638,1.181103,0.05118113
MCGRATH AP,AK,62.9575,-155.6103,101.5,2017-01-13,-20.74,-2.74,-13.36,6.71082,20,16.105968,0.5118113,11.81103,0.01968505
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-01-13,2.12,21.2,9.14,8.052984,10,21.922012,4.0157502,9.055123,0.20866153
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-14,15.26,23.18,18.86,11.632088,360,31.988242,0.7086618,1.968505,0.0787402
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-01-14,-9.76,2.12,-0.76,4.697574,320,14.092722,3.1102379,18.110246,0.22834658
BETHEL AP,AK,60.785,-161.8292,31.1,2017-01-14,-10.84,2.12,-6.34,11.408394,310,23.040482,0.1181103,1.181103,0.01181103
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-01-14,-22.9,13.1,7.7,5.59235,250,19.908766,3.1889781,18.897648,0.12992133
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-14,9.14,29.12,17.24,7.82929,240,25.948504,0.1181103,20.078751,0.01181103
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-01-14,16.16,28.22,22.46,10.961006,210,31.988242,0.7086618,12.992133,0.18110246
MCGRATH AP,AK,62.9575,-155.6103,101.5,2017-01-14,-13.9,-0.76,-4.72,7.381902,210,25.948504,1.2992133,11.81103,0.05905515
COLD BAY AP,AK,55.2208,-162.7325,23.8,2017-01-15,4.1,24.26,14.9,10.513618,350,35.119958,0.787402,1.181103,0.0787402
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-01-15,5.18,16.16,14.9,8.052984,210,25.948504,0.5905515,12.992133,0.03149608
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,2017-01-15,24.26,33.98,28.04,1.789552,190,8.94776,1.6929143,3.93701,0.14960638
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-15,33.08,42.98,37.22,8.94776,120,42.054472,2.5196864,3.93701,0.92913436
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-15,4.1,23.18,16.16,7.82929,20,23.040482,1.2992133,1.968505,0.12992133
COLD BAY AP,AK,55.2208,-162.7325,23.8,2017-01-16,10.22,24.26,19.94,11.632088,360,25.053728,2.9133874,5.118113,0.18897648
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-16,11.12,21.2,18.68,9.171454,350,23.935258,0.5118113,3.93701,0.0393701
CLAYTON MUNI AIR PK,NM,36.4486,-103.1539,1511.8,2017-01-16,31.1,35.06,32.54,12.974252,340,31.988242,1.6929143,1.968505,0.14173236
AMARILLO,TX,35.2333,-101.7089,1093.3,2017-01-16,30.2,42.08,33.98,12.750558,330,29.974996,2.0078751,3.149608,0.16141741
COLORADO SPRINGS MUNI AP,CO,38.81,-104.6883,1884,2017-01-16,28.22,33.98,31.82,18.119214,330,44.067718,0.787402,1.181103,0.01181103
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-16,31.1,42.08,39.02,9.618842,250,31.093466,0.3149608,1.181103,1.64173317
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-01-16,-17.86,-11.74,-17.32,1.565858,210,12.079476,2.7952771,22.834658,0.27952771
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-01-16,12.2,18.14,13.46,7.381902,200,23.040482,5.3149635,12.992133,0.31889781
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,2017-01-16,27.14,33.08,31.46,4.250186,110,17.000744,3.3858286,3.93701,0.33070884
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-01-16,-40.9,-19.84,-31.54,4.250186,10,14.092722,0.1181103,20.078751,0.01181103
PUEBLO MEM AP,CO,38.29,-104.4983,1438.7,2017-01-16,32,39.02,35.06,9.395148,10,36.014734,1.6929143,1.968505,0.25196864
MINNEAPOLIS/ST PAUL AP,MN,44.8831,-93.2289,265.8,2017-01-17,29.12,35.06,31.46,7.605596,350,21.027236,0.5905515,1.968505,0.11023628
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,2017-01-17,16.16,33.98,27.68,2.684328,230,8.94776,0.9842525,5.905515,0.05118113
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-17,20.12,33.98,32.72,2.23694,210,25.948504,0.9055123,1.968505,0.09055123
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-01-17,-46.84,-13.9,-18.94,2.013246,200,8.94776,0.1968505,22.834658,0.01968505
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-01-17,-6.88,14.18,9.68,7.82929,200,23.935258,0.1968505,16.929143,0.01181103
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-17,20.12,27.14,19.58,15.211192,170,34.001488,0.5118113,3.93701,0.01181103
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-01-17,-43.78,-21.82,-26.68,2.013246,150,12.079476,0.3149608,20.078751,0.03149608
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,2017-01-17,14.18,42.98,27.5,2.460634,110,17.000744,3.5039389,7.086618,0.29921276
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-01-17,9.14,30.2,15.44,3.131716,110,10.961006,0.1181103,9.842525,0.24015761
YAKIMA AIR TERMINAL,WA,46.5683,-120.5428,324.3,2017-01-17,15.26,23.18,15.98,1.11847,90,8.052984,0.1181103,9.842525,0.1181103
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,2017-01-18,33.08,37.04,34.7,7.605596,200,19.908766,0.787402,3.149608,0.09842525
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-01-18,30.2,41,32.72,10.513618,160,25.948504,0.7086618,7.87402,0.40944904
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-18,24.26,32,25.7,21.027236,140,50.107456,2.9921276,5.118113,0.33858286
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,2017-01-18,7.16,37.94,14.18,8.052984,130,25.948504,1.6929143,3.93701,0.46063017
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-18,18.14,29.12,21.92,1.789552,90,12.079476,0.787402,1.968505,0.05905515
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-01-18,0.14,25.16,9.32,4.697574,70,14.092722,0.3149608,3.93701,0.03149608
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,2017-01-18,25.16,33.08,29.66,9.618842,60,21.027236,4.4094512,3.149608,0.40944904
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,2017-01-18,28.22,33.08,31.82,5.816044,30,14.987498,1.8110246,11.81103,0.16141741
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-19,14.18,31.1,26.24,26.172198,340,44.962494,0.787402,7.87402,0.07086618
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,2017-01-19,25.16,39.92,29.84,3.131716,320,10.961006,0.5118113,5.118113,0.03149608
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,2017-01-19,20.12,24.26,22.46,4.250186,310,12.079476,1.181103,3.93701,0.0787402
BANGOR INTL AP,ME,44.7978,-68.8186,45.1,2017-01-19,23.18,35.06,26.6,2.013246,270,14.092722,1.4173236,2.0078751,0.09842525
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-01-19,22.1,37.94,31.28,1.11847,240,6.934514,0.1181103,11.023628,0.01181103
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-01-19,22.1,37.94,28.58,7.82929,180,23.040482,3.3070884,7.086618,0.27165369
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,2017-01-19,11.12,32,30.38,7.605596,160,27.96175,7.9921303,7.87402,0.40944904
COLD BAY AP,AK,55.2208,-162.7325,23.8,2017-01-19,24.26,32,27.68,15.882274,160,40.041226,0.3149608,3.149608,0.03149608
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-19,20.12,28.22,26.96,2.684328,100,12.974252,2.4015761,3.93701,0.14173236
BETHEL AP,AK,60.785,-161.8292,31.1,2017-01-19,-12.82,1.22,-7.96,19.01399,30,36.90951,2.7165369,3.93701,0.27165369
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-20,5.18,19.22,15.62,9.618842,360,31.093466,0.9842525,9.055123,0.11023628
MCGRATH AP,AK,62.9575,-155.6103,101.5,2017-01-20,-23.8,-8.86,-16.96,3.35541,360,12.974252,2.7952771,18.897648,0.05118113
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-01-20,-4.9,12.2,-0.76,7.381902,350,19.01399,2.2047256,18.110246,0.20866153
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-01-20,-41.8,-13.9,-34.96,4.250186,340,14.987498,1.2992133,20.078751,0.07086618
COLD BAY AP,AK,55.2208,-162.7325,23.8,2017-01-20,15.26,26.24,23.72,19.908766,320,38.02798,0.5118113,3.149608,0.03149608
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-01-20,-27.76,1.22,-24.34,2.013246,300,14.092722,0.1968505,20.866153,0.01181103
YAKIMA AIR TERMINAL,WA,46.5683,-120.5428,324.3,2017-01-20,25.16,39.02,32.18,4.921268,250,12.974252,0.787402,7.87402,0.24015761
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,2017-01-20,22.1,37.04,31.28,10.06623,230,33.106712,0.7086618,1.181103,0.05118113
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,2017-01-20,7.16,31.1,21.38,14.316416,150,33.106712,0.787402,12.992133,0.01968505
KODIAK AP,AK,57.7511,-152.4856,24.4,2017-01-20,17.24,35.06,25.7,4.697574,150,27.066974,2.7165369,3.149608,0.27165369
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-01-20,26.24,39.02,35.06,5.816044,140,14.987498,0.1968505,16.141741,0.22834658
GRAND JUNCTION WALKER FLD,CO,39.1342,-108.54,1480.7,2017-01-20,31.1,35.96,32.18,5.144962,110,14.092722,0.3149608,1.181103,0.0393701
DULUTH,MN,46.8369,-92.2097,435.3,2017-01-20,33.08,35.96,34.88,9.842536,100,19.908766,0.1181103,9.842525,0.18110246
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-01-21,11.12,15.26,11.84,5.368656,360,14.987498,10.3149662,27.165369,0.35039389
COLD BAY AP,AK,55.2208,-162.7325,23.8,2017-01-21,6.26,20.12,17.24,13.42164,340,34.001488,0.3149608,3.149608,0.03149608
KING SALMON,AK,58.6794,-156.6294,19.2,2017-01-21,-13.9,2.12,1.94,10.737312,330,23.935258,0.9055123,1.181103,0.03149608
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,2017-01-21,7.16,31.1,21.38,4.47388,300,14.092722,0.393701,5.118113,0.01181103
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-21,4.1,25.16,14.18,4.921268,240,21.922012,0.393701,9.055123,0.0393701
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,2017-01-21,31.1,39.92,35.6,7.605596,230,23.935258,0.9055123,3.149608,0.09842525
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-01-21,-21.82,-2.74,-10.48,2.684328,220,12.974252,0.393701,20.866153,0.03149608
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-01-21,15.26,26.24,22.64,1.342164,120,10.06623,0.5118113,11.81103,0.03149608
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-21,33.08,37.04,33.98,6.934514,110,21.027236,0.1181103,14.960638,0.03149608
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-01-21,33.08,35.96,34.34,5.59235,110,12.974252,0.1181103,14.173236,0.0393701
YAKIMA AIR TERMINAL,WA,46.5683,-120.5428,324.3,2017-01-22,31.1,37.94,34.7,4.250186,240,10.961006,0.787402,7.086618,0.38188997
RENO TAHOE INTL AP,NV,39.4839,-119.7711,1344.2,2017-01-22,29.12,42.08,36.86,5.816044,190,23.040482,7.5984293,5.118113,0.68897675
BISHOP AP,CA,37.3711,-118.3581,1250.3,2017-01-22,33.08,39.02,34.88,18.119214,160,52.120702,5.3149635,5.118113,1.07874074
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-01-22,14.18,31.1,22.1,3.579104,160,23.040482,0.787402,11.023628,0.05118113
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-01-22,32,37.04,33.26,16.105968,160,36.90951,0.3149608,5.905515,0.01181103
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,2017-01-22,21.2,32,25.34,23.48787,150,50.107456,0.393701,11.023628,0.03149608
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-01-22,32,41,35.6,8.276678,150,21.922012,0.7086618,7.086618,0.20078751
