station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-02-21,32,35.06,34.34,6.934514,260,21.922012,1.6141741,1.181103,0.25196864
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-02-21,-25.78,-4.9,-8.68,5.59235,200,12.079476,0.7086618,7.87402,0.05118113
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-02-21,30.2,37.94,33.62,1.565858,150,16.105968,0.393701,12.992133,0.27165369
KING SALMON,AK,58.6794,-156.6294,19.2,2017-02-21,-15.88,35.96,-5.26,11.632088,150,40.936002,2.0866153,7.086618,0.25196864
COLD BAY AP,AK,55.2208,-162.7325,23.8,2017-02-21,30.2,37.04,31.1,22.145706,150,57.936746,3.5826791,3.93701,0.79921303
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-02-21,22.1,30.2,27.86,20.356154,90,55.9235,2.4015761,9.842525,0.29921276
BETHEL AP,AK,60.785,-161.8292,31.1,2017-02-21,-19.84,12.2,-12.1,15.434886,50,31.988242,2.0078751,11.023628,0.20078751
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-02-22,-29.74,-5.8,-18.94,4.47388,360,14.092722,0.1968505,24.015761,0.01181103
DULUTH,MN,46.8369,-92.2097,435.3,2017-02-22,33.08,46.04,40.28,6.263432,340,23.040482,1.4960638,5.118113,0.24015761
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-02-22,25.16,33.98,33.62,6.71082,340,19.908766,0.3149608,9.842525,0.05118113
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,2017-02-22,1.22,32,31.28,6.039738,300,31.093466,2.0866153,5.905515,0.07086618
RENO TAHOE INTL AP,NV,39.4839,-119.7711,1344.2,2017-02-22,26.24,42.98,33.8,7.82929,290,23.040482,0.5905515,3.93701,0.05118113
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-02-22,22.1,35.06,32.18,3.579104,230,10.961006,0.1968505,1.181103,0.01181103
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-02-22,-13.9,10.22,-5.98,2.684328,200,10.961006,3.8188997,20.078751,0.0787402
BETHEL AP,AK,60.785,-161.8292,31.1,2017-02-22,1.22,35.96,7.7,15.434886,150,42.054472,0.3149608,11.023628,0.05118113
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-02-22,12.2,22.1,13.46,5.368656,140,14.987498,1.2992133,25.984266,0.14960638
MCGRATH AP,AK,62.9575,-155.6103,101.5,2017-02-22,-6.88,10.22,-4.54,1.11847,130,6.934514,1.8897648,20.078751,0.12992133
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,2017-02-22,30.2,37.04,33.62,7.605596,80,17.000744,1.1023628,1.181103,0.11023628
NOME MUNI AP,AK,64.5111,-165.44,4,2017-02-22,-24.88,9.14,-17.14,10.513618,70,42.054472,3.8188997,20.866153,0.09842525
BISMARCK,ND,46.7708,-100.7603,505.4,2017-02-22,30.2,35.06,35.78,7.158208,20,21.922012,0.9842525,5.118113,0.31889781
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-02-23,-29.74,10.22,-11.2,7.381902,360,18.119214,4.4094512,24.015761,0.35826791
SALT LAKE CITY INTL AP,UT,40.7781,-111.9694,1287.8,2017-02-23,27.14,33.08,31.46,9.618842,290,25.948504,1.8110246,1.968505,0.0787402
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,2017-02-23,4.1,27.14,17.78,7.158208,230,25.948504,0.3149608,5.905515,0.05118113
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-02-23,23.18,29.12,28.58,18.119214,230,36.014734,7.5984293,5.118113,0.50000027
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-02-23,32,37.04,35.24,19.461378,210,48.09421,0.1181103,7.87402,0.24015761
MCGRATH AP,AK,62.9575,-155.6103,101.5,2017-02-23,9.14,42.08,12.38,6.934514,200,44.067718,0.5905515,20.078751,0.05905515
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,2017-02-23,-6.88,32,-5.26,29.974996,100,48.09421,10.9055177,38.188997,0.5905515
NOME MUNI AP,AK,64.5111,-165.44,4,2017-02-23,9.14,32,14,18.566602,90,42.054472,10.1181157,27.952771,0.6692917
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,2017-02-23,15.26,30.2,26.42,18.790296,60,35.119958,9.0157529,7.086618,0.40157502
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-02-23,-26.86,-2.74,-16.24,17.000744,60,38.02798,0.5118113,7.87402,0.05118113
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,2017-02-23,16.16,30.2,27.86,11.408394,60,19.908766,0.9842525,1.968505,0.01968505
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-02-23,5.18,27.14,9.86,5.144962,30,12.079476,2.7952771,22.834658,0.18897648
CHEYENNE,WY,41.1519,-104.8061,1867.8,2017-02-23,13.1,29.12,26.96,14.763804,20,31.988242,6.6141768,1.968505,0.55905542
SCOTTSBLUFF HEILIG AP,NE,41.8706,-103.5931,1202.4,2017-02-23,22.1,35.06,32.54,13.869028,20,40.936002,14.2126061,1.181103,0.72834685
NORTH PLATTE RGNL AP,NE,41.1214,-100.6694,846.7,2017-02-24,12.2,25.16,24.62,15.65858,360,34.001488,1.4173236,3.93701,0.09055123
GRAND ISLAND AP,NE,40.9611,-98.3136,560.8,2017-02-24,15.26,29.12,25.16,22.145706,350,40.936002,2.2834658,1.181103,0.14173236
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,2017-02-24,0.14,24.26,22.28,12.750558,350,29.08022,0.9842525,11.81103,0.0787402
LA CROSSE MUNI AP,WI,43.8789,-91.2528,198.7,2017-02-24,21.2,35.06,33.98,14.987498,340,31.093466,3.3858286,1.181103,0.48818924
OMAHA EPPLEY AIRFIELD,NE,41.3103,-95.8992,299.3,2017-02-24,23.18,35.06,30.74,20.579848,340,40.041226,2.0078751,1.181103,0.12992133
NORFOLK KARL STEFAN AP,NE,41.9856,-97.4353,472.7,2017-02-24,20.12,28.22,25.34,17.89552,320,38.922756,2.5196864,5.905515,0.22834658
SALT LAKE CITY INTL AP,UT,40.7781,-111.9694,1287.8,2017-02-24,23.18,33.98,28.58,7.605596,310,23.040482,0.5118113,1.181103,0.01968505
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-02-24,23.18,33.98,24.62,4.47388,260,27.96175,3.5039389,27.165369,0.33070884
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-02-24,8.24,24.26,22.64,17.224438,230,31.988242,3.5826791,7.87402,0.24015761
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,2017-02-24,11.12,32,18.32,10.06623,230,40.936002,4.8031522,42.913409,0.20866153
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,2017-02-24,12.2,31.1,23.54,3.131716,230,12.079476,0.9842525,1.968505,0.01968505
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-02-24,9.14,30.2,10.58,3.579104,220,14.987498,1.8897648,27.165369,0.09842525
MCGRATH AP,AK,62.9575,-155.6103,101.5,2017-02-24,31.1,37.94,35.42,9.171454,210,27.066974,0.393701,16.141741,0.0393701
NOME MUNI AP,AK,64.5111,-165.44,4,2017-02-24,20.12,30.2,28.04,16.105968,200,29.974996,0.5905515,35.039389,0.05118113
CHEYENNE,WY,41.1519,-104.8061,1867.8,2017-02-24,3.2,20.12,15.08,6.487126,190,14.987498,0.393701,5.905515,0.0393701
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-02-24,24.26,30.2,25.34,3.802798,170,16.105968,0.3149608,25.196864,0.05905515
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-02-24,28.22,33.98,32.54,10.737312,70,25.053728,0.9842525,1.181103,1.11811084
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-02-24,-12.82,-2.74,-4.9,21.027236,60,38.02798,0.7086618,9.055123,0.07086618
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-02-24,30.2,33.98,33.26,11.1847,60,31.988242,3.1889781,3.149608,1.74015842
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-24,23.18,32,29.84,8.500372,40,27.066974,0.3149608,14.173236,0.0393701
GREEN BAY,WI,44.4983,-88.1111,207.9,2017-02-24,23.18,33.98,31.46,21.474624,40,46.080964,3.8976399,3.149608,0.40157502
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,2017-02-24,13.1,24.26,22.28,6.934514,20,21.922012,0.1968505,1.968505,0.01181103
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,2017-02-24,17.24,30.2,28.04,21.027236,10,38.922756,6.4173263,7.87402,0.46850419
LINCOLN MUNI AP,NE,40.8508,-96.7475,362.7,2017-02-24,25.16,33.08,30.2,21.027236,10,42.054472,1.2992133,1.181103,0.09055123
SIOUX CITY GATEWAY AP,IA,42.3914,-96.3792,333.8,2017-02-24,21.2,32,28.94,22.816788,10,40.041226,1.6929143,7.87402,0.09842525
DUBUQUE RGNL AP,IA,42.3978,-90.7036,321.9,2017-02-25,15.26,26.24,21.56,14.316416,340,31.093466,0.393701,1.181103,0.01181103
MADISON DANE RGNL AP,WI,43.1406,-89.3453,264,2017-02-25,16.16,25.16,21.38,9.395148,310,27.96175,1.4173236,1.968505,0.0393701
DULUTH,MN,46.8369,-92.2097,435.3,2017-02-25,5.18,27.14,14.54,12.974252,310,31.093466,1.4173236,5.905515,0.07086618
BISMARCK,ND,46.7708,-100.7603,505.4,2017-02-25,13.1,30.2,22.64,6.039738,310,23.935258,0.5118113,3.93701,0.01181103
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-02-25,21.2,33.98,31.46,9.618842,290,33.106712,0.5118113,1.181103,0.0393701
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,2017-02-25,24.26,37.04,30.38,14.316416,280,31.093466,2.7952771,1.181103,0.09842525
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-25,21.2,24.26,22.64,11.408394,280,36.014734,3.7007894,14.173236,0.14173236
GREEN BAY,WI,44.4983,-88.1111,207.9,2017-02-25,19.22,24.26,22.64,14.316416,280,34.001488,1.6141741,3.93701,0.07086618
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-02-25,29.12,33.98,32.18,10.737312,260,29.974996,7.0078778,27.952771,0.42913409
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,2017-02-25,9.14,33.08,21.02,6.487126,210,21.027236,0.1181103,1.968505,0.01181103
MCGRATH AP,AK,62.9575,-155.6103,101.5,2017-02-25,31.1,33.98,34.16,13.645334,200,40.041226,0.393701,12.992133,0.03149608
BETHEL AP,AK,60.785,-161.8292,31.1,2017-02-25,27.14,33.98,30.92,24.382646,180,48.988986,0.787402,5.905515,0.0787402
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-02-25,27.14,30.2,27.32,8.052984,170,21.027236,4.0944904,29.133874,0.20078751
NOME MUNI AP,AK,64.5111,-165.44,4,2017-02-25,28.22,33.08,30.02,21.922012,170,36.90951,2.0866153,35.826791,0.20078751
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,2017-02-25,21.2,33.98,25.52,21.474624,150,40.041226,1.8897648,44.094512,0.18897648
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-02-25,-17.86,-5.8,-14.26,25.501116,80,44.962494,0.9055123,9.055123,0.09055123
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,2017-02-26,1.22,20.12,14.36,8.500372,360,17.000744,0.9842525,1.181103,0.05118113
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,2017-02-26,9.14,23.18,19.58,4.921268,350,21.922012,2.5984266,3.149608,0.0787402
DULUTH,MN,46.8369,-92.2097,435.3,2017-02-26,5.18,26.24,23.9,9.395148,290,29.08022,2.7952771,7.87402,0.14173236
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-02-26,7.16,19.22,14.54,7.605596,280,21.922012,0.1968505,9.842525,0.01968505
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-26,17.24,32,24.44,11.632088,270,35.119958,1.4173236,16.929143,0.09055123
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,2017-02-26,16.16,30.2,26.78,10.06623,270,35.119958,0.5118113,1.181103,0.0787402
PENDLETON,OR,45.6906,-118.8528,461.8,2017-02-26,32,37.94,35.6,6.487126,260,25.053728,1.8110246,1.181103,0.18110246
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-02-26,23.18,33.08,31.46,11.1847,260,31.988242,0.9055123,33.858286,0.0393701
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-02-26,18.14,31.1,29.12,8.500372,240,27.066974,0.787402,29.921276,0.01968505
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,2017-02-26,12.2,33.98,29.84,11.855782,230,36.014734,0.1968505,44.881914,0.01181103
NOME MUNI AP,AK,64.5111,-165.44,4,2017-02-26,17.24,31.1,29.48,17.224438,220,36.90951,0.1968505,38.188997,0.01181103
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-02-26,26.24,39.02,30.2,15.434886,210,31.093466,0.3149608,1.181103,0.01181103
BETHEL AP,AK,60.785,-161.8292,31.1,2017-02-26,28.22,32,32,8.724066,210,21.922012,0.1968505,5.905515,0.01968505
MCGRATH AP,AK,62.9575,-155.6103,101.5,2017-02-26,29.12,33.98,32.72,8.500372,200,29.974996,0.393701,14.173236,0.0393701
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-02-26,8.24,31.1,19.94,10.513618,170,29.08022,0.3149608,3.93701,0.01968505
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-02-26,-7.78,-4.9,-7.06,27.738056,80,42.949248,0.5118113,9.055123,0.05118113
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-02-26,19.22,27.14,25.16,14.316416,30,29.974996,2.5984266,12.992133,0.22834658
BETHEL AP,AK,60.785,-161.8292,31.1,2017-02-27,8.24,28.22,24.44,15.434886,320,40.041226,0.1181103,5.905515,0.01181103
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,2017-02-27,8.24,29.12,16.88,3.579104,280,12.079476,0.9842525,1.968505,0.03149608
KODIAK AP,AK,57.7511,-152.4856,24.4,2017-02-27,24.26,44.06,39.92,17.000744,270,59.949992,0.5118113,1.181103,0.05118113
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,2017-02-27,3.2,33.98,29.66,9.171454,260,38.02798,0.787402,5.118113,0.1181103
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-02-27,17.24,27.14,25.16,6.71082,250,25.948504,0.9842525,31.889781,0.05905515
PENDLETON,OR,45.6906,-118.8528,461.8,2017-02-27,29.12,41,33.62,8.276678,240,29.08022,1.8897648,3.149608,0.14173236
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-02-27,20.12,28.22,26.6,11.408394,240,35.119958,0.3149608,3.93701,0.01968505
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-02-27,24.26,31.1,27.14,8.052984,230,23.040482,0.393701,3.149608,0.03149608
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-02-27,21.2,33.08,27.32,4.47388,210,17.000744,1.4960638,1.968505,0.05118113
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,2017-02-27,6.26,22.1,15.26,6.934514,200,14.987498,0.393701,3.149608,0.05118113
LEWISTON NEZ PERCE CO AP,ID,46.3747,-117.0156,437.7,2017-02-27,28.22,37.04,32.18,3.131716,200,14.092722,2.7165369,3.93701,0.11023628
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,2017-02-27,12.2,19.22,16.88,10.289924,110,21.922012,1.2992133,1.181103,0.05118113
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,2017-02-27,8.24,27.14,16.88,6.71082,90,18.119214,0.5118113,1.968505,0.01181103
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-02-27,15.26,37.04,25.7,4.47388,80,23.040482,0.3149608,5.905515,0.05905515
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-02-27,15.26,25.16,24.26,4.026492,30,21.027236,0.393701,24.015761,0.01968505
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-02-27,14.18,28.22,19.22,4.921268,20,18.119214,0.5905515,14.960638,0.03149608
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-02-28,15.26,29.12,23,7.82929,360,18.119214,0.3149608,9.842525,0.01181103
GRAND JUNCTION WALKER FLD,CO,39.1342,-108.54,1480.7,2017-02-28,21.2,39.92,35.78,5.368656,310,36.014734,2.2047256,1.181103,0.20078751
SALT LAKE CITY INTL AP,UT,40.7781,-111.9694,1287.8,2017-02-28,22.1,37.94,28.58,7.82929,300,36.014734,0.3149608,1.181103,0.01181103
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-02-28,16.16,31.1,23.54,6.039738,270,21.027236,0.787402,16.141741,0.09842525
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-02-28,19.22,30.2,24.44,18.342908,250,40.041226,0.1968505,3.93701,0.01181103
PIERRE RGNL AP,SD,44.3814,-100.2856,531,2017-02-28,22.1,33.08,28.94,9.395148,240,23.935258,0.5905515,1.181103,0.05905515
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,2017-02-28,12.2,25.16,16.34,8.052984,80,19.01399,0.1181103,1.968505,0.03149608
DULUTH,MN,46.8369,-92.2097,435.3,2017-02-28,24.26,32,28.94,9.171454,70,21.922012,2.5984266,7.87402,0.16929143
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,2017-03-01,8.24,24.26,15.62,11.632088,330,23.935258,0.1181103,1.181103,0.01181103
BISMARCK,ND,46.7708,-100.7603,505.4,2017-03-01,11.12,29.12,20.48,7.605596,330,19.908766,0.3149608,3.93701,0.01968505
PIERRE RGNL AP,SD,44.3814,-100.2856,531,2017-03-01,15.26,33.08,25.52,10.289924,330,31.988242,0.3149608,1.181103,0.01968505
HURON RGNL AP,SD,44.3981,-98.2231,390.1,2017-03-01,11.12,31.1,24.98,10.513618,320,36.014734,1.6929143,1.181103,0.07086618
SIOUX FALLS,SD,43.5878,-96.7289,435.9,2017-03-01,20.12,32,30.02,13.42164,320,31.093466,1.6929143,1.181103,0.05905515
MINNEAPOLIS/ST PAUL AP,MN,44.8831,-93.2289,265.8,2017-03-01,23.18,37.04,31.64,14.987498,310,27.96175,0.787402,1.181103,0.0393701
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-03-01,-20.74,-0.76,-11.74,16.105968,300,29.08022,0.1968505,7.87402,0.01968505
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,2017-03-01,21.2,33.08,30.92,19.461378,290,35.119958,1.181103,7.086618,0.1181103
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,2017-03-01,15.26,44.06,26.06,19.01399,220,46.080964,1.8110246,1.181103,0.0787402
JUNEAU INTL AP,AK,58.3567,-134.5639,4.9,2017-03-01,28.22,33.08,29.66,12.30317,110,27.066974,2.0866153,1.968505,0.0787402
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-03-01,25.16,30.2,29.66,13.869028,60,33.106712,5.5905542,5.905515,0.22834658
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-03-01,8.24,37.04,26.06,10.737312,20,27.96175,2.4015761,14.960638,0.20078751
SIOUX FALLS,SD,43.5878,-96.7289,435.9,2017-03-02,13.1,28.22,24.08,5.59235,330,18.119214,0.5118113,1.181103,0.01181103
FLINT BISHOP INTL AP,MI,42.9667,-83.7494,234.7,2017-03-02,21.2,30.2,25.16,12.750558,320,33.106712,0.393701,1.181103,0.01181103
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-03-02,8.24,24.26,16.16,7.381902,320,23.040482,0.1181103,5.905515,0.01181103
GRAND RAPIDS,MI,42.8939,-85.5447,237.1,2017-03-02,23.18,32,27.5,13.197946,320,35.119958,0.3149608,1.181103,0.01181103
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-03-02,4.1,24.26,11.84,7.82929,310,23.935258,0.5905515,16.929143,0.01968505
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-03-02,14.18,26.24,19.22,10.289924,310,29.08022,0.9842525,3.93701,0.0393701
BISMARCK,ND,46.7708,-100.7603,505.4,2017-03-02,10.22,27.14,17.96,4.250186,230,12.974252,1.4960638,5.905515,0.01968505
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,2017-03-02,19.22,41,28.58,10.961006,230,29.08022,0.5118113,1.968505,0.01968505
JUNEAU INTL AP,AK,58.3567,-134.5639,4.9,2017-03-02,22.1,29.12,28.04,7.158208,130,25.053728,3.7007894,3.149608,0.18110246
ABERDEEN,SD,45.4558,-98.4131,396.8,2017-03-02,12.2,27.14,19.58,5.816044,50,14.092722,0.5118113,1.181103,0.01968505
GRAND RAPIDS,MI,42.8939,-85.5447,237.1,2017-03-03,16.16,27.14,22.64,10.289924,350,29.08022,0.393701,1.181103,0.01181103
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-03-03,11.12,25.16,19.76,11.408394,330,38.922756,1.1023628,1.181103,0.01968505
CLEVELAND,OH,41.4131,-81.86,232.6,2017-03-03,24.26,28.22,26.78,12.079476,330,33.106712,1.6141741,3.149608,0.14960638
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,2017-03-03,15.26,29.12,24.08,11.1847,330,35.119958,0.393701,1.181103,0.01181103
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,2017-03-03,14.18,35.06,26.06,11.855782,320,35.119958,0.1968505,7.87402,0.01181103
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,2017-03-03,15.26,26.24,23.9,9.842536,310,34.001488,5.905515,3.93701,0.37007894
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-03-03,21.2,28.22,25.16,10.06623,300,31.988242,1.8110246,1.181103,0.09055123
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-03-03,4.1,20.12,14.54,7.381902,300,21.027236,0.1181103,5.905515,0.01181103
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-03-03,-3.82,16.16,10.76,5.368656,280,19.908766,1.4173236,16.929143,0.0787402
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,2017-03-03,22.1,30.2,28.76,12.974252,270,33.106712,0.5905515,1.181103,0.05118113
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-03-03,6.26,19.22,14.9,8.052984,270,25.053728,0.9842525,5.118113,0.09055123
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,2017-03-03,-22.9,-3.82,-16.24,3.35541,250,10.961006,0.1181103,44.881914,0.01181103
LA CROSSE MUNI AP,WI,43.8789,-91.2528,198.7,2017-03-03,7.16,30.2,21.02,4.697574,140,18.119214,0.5118113,3.149608,0.01968505
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,2017-03-03,6.26,27.14,16.34,10.289924,130,23.040482,0.1968505,5.905515,0.03149608
ANNETTE ISLAND AP,AK,55.0389,-131.5786,33.2,2017-03-03,33.98,37.94,35.42,10.289924,130,36.90951,2.0078751,1.968505,0.61811057
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,2017-03-04,6.26,18.14,17.06,8.276678,340,29.08022,1.8897648,1.968505,0.0393701
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,2017-03-04,7.16,16.16,14.36,10.737312,330,29.974996,0.3149608,1.181103,0.01181103
ANNETTE ISLAND AP,AK,55.0389,-131.5786,33.2,2017-03-04,28.22,35.06,34.16,7.605596,330,18.119214,2.9921276,5.118113,0.33858286
BUFFALO,NY,42.9486,-78.7369,211.2,2017-03-04,11.12,20.12,17.96,9.618842,320,23.040482,0.7086618,1.181103,0.01968505
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-03-04,-12.82,10.22,-6.7,5.816044,250,23.935258,0.5905515,29.133874,0.01968505
ROCKFORD GTR ROCKFORD AP,IL,42.1928,-89.0931,222.5,2017-03-04,27.14,42.98,33.08,13.645334,140,29.974996,0.9055123,1.181103,0.07086618
BETHEL AP,AK,60.785,-161.8292,31.1,2017-03-04,4.1,16.16,8.96,7.381902,50,14.092722,0.1181103,5.905515,0.01181103
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-03-05,25.16,37.04,34.52,5.59235,340,36.90951,2.9921276,1.181103,0.40157502
ANNETTE ISLAND AP,AK,55.0389,-131.5786,33.2,2017-03-05,26.24,33.98,29.3,6.71082,310,19.01399,2.5196864,7.086618,0.16141741
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-03-05,18.14,35.96,32.54,4.921268,230,19.908766,0.5905515,11.023628,0.11023628
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,2017-03-06,17.24,35.06,32.72,20.13246,290,46.97574,1.8110246,1.968505,0.16141741
SCOTTSBLUFF HEILIG AP,NE,41.8706,-103.5931,1202.4,2017-03-06,27.14,48.92,38.84,19.908766,280,55.028724,0.1968505,1.181103,0.05905515
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-03-06,-14.8,-8.86,-11.74,11.855782,280,19.01399,0.1181103,7.87402,0.01181103
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-03-06,21.2,33.98,27.68,21.474624,230,44.962494,0.9842525,1.181103,0.07086618
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-03-06,13.1,35.96,26.78,4.921268,220,21.922012,0.9842525,3.149608,0.07086618
ANNETTE ISLAND AP,AK,55.0389,-131.5786,33.2,2017-03-06,25.16,35.06,27.86,6.934514,130,38.922756,1.2992133,7.086618,0.03149608
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-03-07,11.12,37.04,26.96,19.01399,260,55.9235,0.3149608,7.086618,0.05905515
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-03-07,24.26,39.92,29.3,15.65858,230,36.014734,0.5118113,1.181103,0.03149608
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-03-07,-16.78,-7.06,-12.64,8.94776,230,14.092722,0.1181103,7.87402,0.01181103
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-03-07,12.2,37.04,25.52,5.368656,160,21.922012,1.4960638,12.992133,0.16929143
ANNETTE ISLAND AP,AK,55.0389,-131.5786,33.2,2017-03-07,30.2,35.06,32.18,7.605596,130,31.988242,4.0157502,9.055123,0.38976399
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-03-07,18.14,33.08,26.42,5.144962,90,19.908766,1.1023628,3.93701,0.05905515
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-03-08,19.22,39.02,32.36,19.237684,280,40.936002,1.2992133,11.81103,0.0787402
