date,country,city,value,level
2020-01-21,IN,New Delhi,260,Bad Quality
2020-01-21,IN,Jaipur,126,Bad Quality
2020-01-21,IN,Shillong,168,Bad Quality
2020-01-21,IN,Mumbai,168,Bad Quality
2020-01-21,IN,Patna,186,Bad Quality
2020-01-21,IN,Bhopal,138,Bad Quality
2020-01-21,IN,Lucknow,180,Bad Quality
2020-01-21,IN,Chandigarh,166,Bad Quality
2020-01-21,IN,Nagpur,137,Bad Quality
2020-01-21,IN,Gandhinagar,132,Bad Quality
2020-01-22,IN,Patna,191,Bad Quality
2020-01-22,IN,New Delhi,238,Bad Quality
2020-01-22,IN,Kolkata,184,Bad Quality
2020-01-22,IN,Mumbai,163,Bad Quality
2020-01-22,IN,Jaipur,127,Bad Quality
2020-01-22,IN,Bengaluru,82,Good Quality
2020-01-22,IN,Shillong,185,Bad Quality
2020-01-22,IN,Nagpur,125,Bad Quality
2020-01-22,IN,Lucknow,191,Bad Quality
2020-01-22,IN,Thrissur,46,Good Quality
2020-01-22,IN,Bhopal,129,Bad Quality
2020-01-22,IN,Thiruvananthapuram,77,Good Quality
2020-01-22,IN,Mysore,97,Good Quality
2020-01-22,IN,Chandigarh,124,Bad Quality
2020-01-22,IN,Visakhapatnam,154,Bad Quality
2020-01-22,IN,Gandhinagar,131,Bad Quality
2020-01-22,IN,Chennai,116,Bad Quality
2020-01-22,IN,Hyderabad,103,Bad Quality
2020-01-23,IN,Bengaluru,97,Good Quality
2020-01-23,IN,Nagpur,109,Bad Quality
2020-01-23,IN,Kolkata,186,Bad Quality
2020-01-23,IN,Shillong,178,Bad Quality
2020-01-23,IN,Gandhinagar,115,Bad Quality
2020-01-23,IN,Chennai,141,Bad Quality
2020-01-23,IN,Visakhapatnam,160,Bad Quality
2020-01-23,IN,Patna,178,Bad Quality
2020-01-23,IN,Hyderabad,153,Bad Quality
2020-01-23,IN,Mumbai,165,Bad Quality
2020-01-23,IN,Jaipur,85,Good Quality
2020-01-23,IN,New Delhi,163,Bad Quality
2020-01-23,IN,Mysore,98,Good Quality
2020-01-23,IN,Bhopal,109,Bad Quality
2020-01-23,IN,Thiruvananthapuram,81,Good Quality
2020-01-23,IN,Thrissur,24,Good Quality
2020-01-23,IN,Chandigarh,103,Bad Quality
2020-01-23,IN,Lucknow,164,Bad Quality
2020-01-24,IN,Nagpur,73,Good Quality
2020-01-24,IN,Lucknow,158,Bad Quality
2020-01-24,IN,Bhopal,94,Good Quality
2020-01-24,IN,Gandhinagar,116,Bad Quality
2020-01-24,IN,Thrissur,18,Good Quality
2020-01-24,IN,New Delhi,159,Bad Quality
2020-01-24,IN,Chandigarh,131,Bad Quality
2020-01-24,IN,Hyderabad,157,Bad Quality
2020-01-24,IN,Kolkata,168,Bad Quality
2020-01-24,IN,Thiruvananthapuram,122,Bad Quality
2020-01-24,IN,Patna,154,Bad Quality
2020-01-24,IN,Shillong,180,Bad Quality
2020-01-24,IN,Bengaluru,112,Bad Quality
2020-01-24,IN,Mysore,109,Bad Quality
2020-01-24,IN,Chennai,146,Bad Quality
2020-01-24,IN,Mumbai,160,Bad Quality
2020-01-24,IN,Jaipur,108,Bad Quality
2020-01-24,IN,Visakhapatnam,157,Bad Quality
2020-01-25,IN,Lucknow,184,Bad Quality
2020-01-25,IN,Gandhinagar,151,Bad Quality
2020-01-25,IN,New Delhi,180,Bad Quality
2020-01-25,IN,Hyderabad,158,Bad Quality
2020-01-25,IN,Thrissur,46,Good Quality
2020-01-25,IN,Nagpur,122,Bad Quality
2020-01-25,IN,Bhopal,115,Bad Quality
2020-01-25,IN,Chandigarh,168,Bad Quality
2020-01-25,IN,Jaipur,126,Bad Quality
2020-01-25,IN,Shillong,195,Bad Quality
2020-01-25,IN,Mumbai,167,Bad Quality
2020-01-25,IN,Bengaluru,104,Bad Quality
2020-01-25,IN,Thiruvananthapuram,88,Good Quality
2020-01-25,IN,Patna,175,Bad Quality
2020-01-25,IN,Chennai,124,Bad Quality
2020-01-25,IN,Kolkata,158,Bad Quality
2020-01-25,IN,Visakhapatnam,151,Bad Quality
2020-01-25,IN,Mysore,121,Bad Quality
2020-01-26,IN,Patna,199,Bad Quality
2020-01-26,IN,Bhopal,117,Bad Quality
2020-01-26,IN,Gandhinagar,164,Bad Quality
2020-01-26,IN,Chandigarh,159,Bad Quality
2020-01-26,IN,Mumbai,171,Bad Quality
2020-01-26,IN,Lucknow,191,Bad Quality
2020-01-26,IN,Kolkata,178,Bad Quality
2020-01-26,IN,Jaipur,139,Bad Quality
2020-01-26,IN,Visakhapatnam,144,Bad Quality
2020-01-26,IN,Nagpur,93,Good Quality
2020-01-26,IN,Thrissur,18,Good Quality
2020-01-26,IN,Bengaluru,105,Bad Quality
2020-01-26,IN,New Delhi,250,Bad Quality
2020-01-26,IN,Shillong,185,Bad Quality
2020-01-26,IN,Chennai,109,Bad Quality
2020-01-26,IN,Hyderabad,158,Bad Quality
2020-01-26,IN,Mysore,154,Bad Quality
2020-01-26,IN,Thiruvananthapuram,89,Good Quality
2020-01-27,IN,Mysore,137,Bad Quality
2020-01-27,IN,Visakhapatnam,154,Bad Quality
2020-01-27,IN,Thiruvananthapuram,95,Good Quality
2020-01-27,IN,Shillong,181,Bad Quality
2020-01-27,IN,Bengaluru,109,Bad Quality
2020-01-27,IN,Jaipur,93,Good Quality
2020-01-27,IN,Kolkata,183,Bad Quality
2020-01-27,IN,Mumbai,113,Bad Quality
2020-01-27,IN,Patna,223,Bad Quality
2020-01-27,IN,Chandigarh,167,Bad Quality
2020-01-27,IN,Bhopal,117,Bad Quality
2020-01-27,IN,Thrissur,27,Good Quality
2020-01-27,IN,Hyderabad,153,Bad Quality
2020-01-27,IN,New Delhi,268,Bad Quality
2020-01-27,IN,Gandhinagar,140,Bad Quality
2020-01-27,IN,Nagpur,77,Good Quality
2020-01-27,IN,Lucknow,193,Bad Quality
2020-01-27,IN,Chennai,125,Bad Quality
2020-01-28,IN,Nagpur,103,Bad Quality
2020-01-28,IN,Lucknow,198,Bad Quality
2020-01-28,IN,Patna,205,Bad Quality
2020-01-28,IN,Chandigarh,73,Good Quality
2020-01-28,IN,Thiruvananthapuram,102,Bad Quality
2020-01-28,IN,Bengaluru,137,Bad Quality
2020-01-28,IN,Bhopal,114,Bad Quality
2020-01-28,IN,Gandhinagar,67,Good Quality
2020-01-28,IN,Visakhapatnam,147,Bad Quality
2020-01-28,IN,Chennai,130,Bad Quality
2020-01-28,IN,Mysore,118,Bad Quality
2020-01-28,IN,Jaipur,109,Bad Quality
2020-01-28,IN,Mumbai,70,Good Quality
2020-01-28,IN,Hyderabad,142,Bad Quality
2020-01-28,IN,Kolkata,181,Bad Quality
2020-01-28,IN,Thrissur,14,Good Quality
2020-01-28,IN,New Delhi,183,Bad Quality
2020-01-29,IN,Chennai,125,Bad Quality
2020-01-29,IN,Thrissur,16,Good Quality
2020-01-29,IN,Gandhinagar,106,Bad Quality
2020-01-29,IN,Bhopal,83,Good Quality
2020-01-29,IN,Chandigarh,67,Good Quality
2020-01-29,IN,New Delhi,157,Bad Quality
2020-01-29,IN,Lucknow,183,Bad Quality
2020-01-29,IN,Nagpur,75,Good Quality
2020-01-29,IN,Hyderabad,152,Bad Quality
2020-01-29,IN,Thiruvananthapuram,162,Bad Quality
2020-01-29,IN,Patna,182,Bad Quality
2020-01-29,IN,Kolkata,144,Bad Quality
2020-01-29,IN,Shillong,213,Bad Quality
2020-01-29,IN,Bengaluru,112,Bad Quality
2020-01-29,IN,Visakhapatnam,128,Bad Quality
2020-01-29,IN,Mysore,112,Bad Quality
2020-01-29,IN,Mumbai,70,Good Quality
2020-01-29,IN,Jaipur,73,Good Quality
2020-01-30,IN,Visakhapatnam,117,Bad Quality
2020-01-30,IN,Mysore,111,Bad Quality
2020-01-30,IN,Mumbai,141,Bad Quality
2020-01-30,IN,Gandhinagar,126,Bad Quality
2020-01-30,IN,Chennai,98,Good Quality
2020-01-30,IN,Bengaluru,112,Bad Quality
2020-01-30,IN,Shillong,200,Bad Quality
2020-01-30,IN,Kolkata,154,Bad Quality
2020-01-30,IN,Patna,187,Bad Quality
2020-01-30,IN,Jaipur,87,Good Quality
2020-01-30,IN,Thiruvananthapuram,155,Bad Quality
2020-01-30,IN,Nagpur,56,Good Quality
2020-01-30,IN,Chandigarh,81,Good Quality
2020-01-30,IN,Bhopal,112,Bad Quality
2020-01-30,IN,Thrissur,17,Good Quality
2020-01-30,IN,New Delhi,171,Bad Quality
2020-01-30,IN,Lucknow,140,Bad Quality
2020-01-30,IN,Hyderabad,158,Bad Quality
2020-01-31,IN,Hyderabad,151,Bad Quality
2020-01-31,IN,Thiruvananthapuram,123,Bad Quality
2020-01-31,IN,Kolkata,161,Bad Quality
2020-01-31,IN,Bengaluru,124,Bad Quality
2020-01-31,IN,New Delhi,173,Bad Quality
2020-01-31,IN,Shillong,125,Bad Quality
2020-01-31,IN,Thrissur,18,Good Quality
2020-01-31,IN,Chennai,103,Bad Quality
2020-01-31,IN,Nagpur,66,Good Quality
2020-01-31,IN,Gandhinagar,142,Bad Quality
2020-01-31,IN,Lucknow,152,Bad Quality
2020-01-31,IN,Jaipur,94,Good Quality
2020-01-31,IN,Mumbai,153,Bad Quality
2020-01-31,IN,Chandigarh,139,Bad Quality
2020-01-31,IN,Patna,143,Bad Quality
2020-01-31,IN,Bhopal,116,Bad Quality
2020-01-31,IN,Visakhapatnam,151,Bad Quality
2020-01-31,IN,Mysore,90,Good Quality
2020-02-01,IN,Bhopal,139,Bad Quality
2020-02-01,IN,Shillong,91,Good Quality
2020-02-01,IN,Chandigarh,156,Bad Quality
2020-02-01,IN,Thrissur,69,Good Quality
2020-02-01,IN,New Delhi,313,Bad Quality
2020-02-01,IN,Hyderabad,85,Good Quality
2020-02-01,IN,Kolkata,187,Bad Quality
2020-02-01,IN,Patna,226,Bad Quality
2020-02-01,IN,Chennai,63,Good Quality
2020-02-01,IN,Jaipur,107,Bad Quality
2020-02-01,IN,Mumbai,180,Bad Quality
2020-02-01,IN,Mysore,69,Good Quality
2020-02-01,IN,Visakhapatnam,137,Bad Quality
2020-02-01,IN,Lucknow,199,Bad Quality
2020-02-01,IN,Bengaluru,77,Good Quality
2020-02-01,IN,Nagpur,79,Good Quality
2020-02-01,IN,Gandhinagar,158,Bad Quality
2020-02-01,IN,Thiruvananthapuram,99,Good Quality
2020-02-01,IN,Mumbai,180,Bad Quality
2020-02-01,IN,Jaipur,107,Bad Quality
2020-02-01,IN,Patna,226,Bad Quality
2020-02-01,IN,Mysore,69,Good Quality
2020-02-01,IN,Chennai,63,Good Quality
2020-02-01,IN,Visakhapatnam,137,Bad Quality
2020-02-01,IN,Kolkata,187,Bad Quality
2020-02-01,IN,Thiruvananthapuram,99,Good Quality
2020-02-01,IN,Shillong,91,Good Quality
2020-02-01,IN,Bengaluru,77,Good Quality
2020-02-01,IN,New Delhi,313,Bad Quality
2020-02-01,IN,Hyderabad,85,Good Quality
2020-02-01,IN,Thrissur,69,Good Quality
2020-02-01,IN,Chandigarh,156,Bad Quality
2020-02-01,IN,Lucknow,199,Bad Quality
2020-02-01,IN,Bhopal,139,Bad Quality
2020-02-01,IN,Nagpur,79,Good Quality
2020-02-01,IN,Gandhinagar,158,Bad Quality
2020-02-02,IN,Gandhinagar,112,Bad Quality
2020-02-02,IN,Chennai,93,Good Quality
2020-02-02,IN,Lucknow,167,Bad Quality
2020-02-02,IN,Bengaluru,93,Good Quality
2020-02-02,IN,Hyderabad,109,Bad Quality
2020-02-02,IN,Mumbai,160,Bad Quality
2020-02-02,IN,New Delhi,194,Bad Quality
2020-02-02,IN,Shillong,155,Bad Quality
2020-02-02,IN,Chandigarh,133,Bad Quality
2020-02-02,IN,Patna,152,Bad Quality
2020-02-02,IN,Bhopal,83,Good Quality
2020-02-02,IN,Thiruvananthapuram,97,Good Quality
2020-02-02,IN,Jaipur,132,Bad Quality
2020-02-02,IN,Mysore,97,Good Quality
2020-02-02,IN,Nagpur,59,Good Quality
2020-02-02,IN,Kolkata,154,Bad Quality
2020-02-02,IN,Thrissur,29,Good Quality
2020-02-02,IN,Visakhapatnam,99,Good Quality
2020-02-03,IN,New Delhi,164,Bad Quality
2020-02-03,IN,Chandigarh,97,Good Quality
2020-02-03,IN,Hyderabad,137,Bad Quality
2020-02-03,IN,Thrissur,51,Good Quality
2020-02-03,IN,Lucknow,153,Bad Quality
2020-02-03,IN,Nagpur,83,Good Quality
2020-02-03,IN,Bhopal,95,Good Quality
2020-02-03,IN,Mumbai,129,Bad Quality
2020-02-03,IN,Chennai,119,Bad Quality
2020-02-03,IN,Thiruvananthapuram,78,Good Quality
2020-02-03,IN,Kolkata,170,Bad Quality
2020-02-03,IN,Shillong,136,Bad Quality
2020-02-03,IN,Visakhapatnam,151,Bad Quality
2020-02-03,IN,Bengaluru,142,Bad Quality
2020-02-03,IN,Mysore,84,Good Quality
2020-02-03,IN,Gandhinagar,127,Bad Quality
2020-02-03,IN,Patna,157,Bad Quality
2020-02-03,IN,Jaipur,90,Good Quality
2020-02-04,IN,Thiruvananthapuram,72,Good Quality
2020-02-04,IN,Patna,116,Bad Quality
2020-02-04,IN,Shillong,155,Bad Quality
2020-02-04,IN,Mumbai,92,Good Quality
2020-02-04,IN,Bhopal,69,Good Quality
2020-02-04,IN,Patna,116,Bad Quality
2020-02-04,IN,Mumbai,92,Good Quality
2020-02-04,IN,Bengaluru,85,Good Quality
2020-02-04,IN,Jaipur,67,Good Quality
2020-02-04,IN,Jaipur,67,Good Quality
2020-02-04,IN,Visakhapatnam,74,Good Quality
2020-02-04,IN,Gandhinagar,68,Good Quality
2020-02-04,IN,Lucknow,126,Bad Quality
2020-02-04,IN,Thiruvananthapuram,72,Good Quality
2020-02-04,IN,Nagpur,71,Good Quality
2020-02-04,IN,Bengaluru,85,Good Quality
2020-02-04,IN,Kolkata,109,Bad Quality
2020-02-04,IN,Visakhapatnam,74,Good Quality
2020-02-04,IN,Kolkata,109,Bad Quality
2020-02-04,IN,Chennai,79,Good Quality
2020-02-04,IN,Shillong,155,Bad Quality
2020-02-04,IN,Lucknow,126,Bad Quality
2020-02-04,IN,Bhopal,69,Good Quality
2020-02-04,IN,Hyderabad,132,Bad Quality
2020-02-04,IN,Chandigarh,61,Good Quality
2020-02-04,IN,New Delhi,80,Good Quality
2020-02-04,IN,Thrissur,80,Good Quality
2020-02-04,IN,Nagpur,71,Good Quality
2020-02-04,IN,Hyderabad,132,Bad Quality
2020-02-04,IN,Thrissur,80,Good Quality
2020-02-04,IN,New Delhi,80,Good Quality
2020-02-04,IN,Chennai,79,Good Quality
2020-02-04,IN,Chandigarh,61,Good Quality
2020-02-04,IN,Gandhinagar,68,Good Quality
2020-02-05,IN,Thiruvananthapuram,76,Good Quality
2020-02-05,IN,New Delhi,99,Good Quality
2020-02-05,IN,Jaipur,99,Good Quality
2020-02-05,IN,Mumbai,50,Good Quality
2020-02-05,IN,Patna,67,Good Quality
2020-02-05,IN,Thrissur,62,Good Quality
2020-02-05,IN,Bengaluru,64,Good Quality
2020-02-05,IN,Kolkata,63,Good Quality
2020-02-05,IN,Shillong,64,Good Quality
2020-02-05,IN,Chennai,53,Good Quality
2020-02-05,IN,Bhopal,86,Good Quality
2020-02-05,IN,Nagpur,104,Bad Quality
2020-02-05,IN,Mysore,58,Good Quality
2020-02-05,IN,Gandhinagar,72,Good Quality
2020-02-05,IN,Lucknow,104,Bad Quality
2020-02-05,IN,Visakhapatnam,70,Good Quality
2020-02-05,IN,Hyderabad,77,Good Quality
2020-02-05,IN,Chandigarh,92,Good Quality
2020-02-06,IN,Thrissur,24,Good Quality
2020-02-06,IN,Lucknow,139,Bad Quality
2020-02-06,IN,Hyderabad,52,Good Quality
2020-02-06,IN,New Delhi,89,Good Quality
2020-02-06,IN,Chandigarh,81,Good Quality
2020-02-06,IN,Nagpur,39,Good Quality
2020-02-06,IN,Bhopal,65,Good Quality
2020-02-06,IN,Bengaluru,29,Good Quality
2020-02-06,IN,Thiruvananthapuram,19,Good Quality
2020-02-06,IN,Kolkata,54,Good Quality
2020-02-06,IN,Shillong,60,Good Quality
2020-02-06,IN,Visakhapatnam,33,Good Quality
2020-02-06,IN,Mysore,20,Good Quality
2020-02-06,IN,Jaipur,83,Good Quality
2020-02-06,IN,Mumbai,72,Good Quality
2020-02-06,IN,Gandhinagar,93,Good Quality
2020-02-06,IN,Chennai,44,Good Quality
2020-02-06,IN,Patna,94,Good Quality
2020-02-07,IN,New Delhi,147,Bad Quality
2020-02-07,IN,Thrissur,49,Good Quality
2020-02-07,IN,Hyderabad,47,Good Quality
2020-02-07,IN,Patna,108,Bad Quality
2020-02-07,IN,Thiruvananthapuram,68,Good Quality
2020-02-07,IN,Mumbai,23,Good Quality
2020-02-07,IN,Jaipur,116,Bad Quality
2020-02-07,IN,Shillong,56,Good Quality
2020-02-07,IN,Bengaluru,55,Good Quality
2020-02-07,IN,Kolkata,44,Good Quality
2020-02-07,IN,Nagpur,58,Good Quality
2020-02-07,IN,Lucknow,160,Bad Quality
2020-02-07,IN,Chandigarh,148,Bad Quality
2020-02-07,IN,Bhopal,65,Good Quality
2020-02-07,IN,Mysore,21,Good Quality
2020-02-07,IN,Visakhapatnam,61,Good Quality
2020-02-07,IN,Gandhinagar,63,Good Quality
2020-02-07,IN,Chennai,63,Good Quality
2020-02-07,IN,Nagpur,58,Good Quality
2020-02-07,IN,Lucknow,160,Bad Quality
2020-02-07,IN,Mysore,21,Good Quality
2020-02-07,IN,Gandhinagar,63,Good Quality
2020-02-07,IN,Chennai,63,Good Quality
2020-02-07,IN,Hyderabad,47,Good Quality
2020-02-07,IN,New Delhi,147,Bad Quality
2020-02-07,IN,Bhopal,65,Good Quality
2020-02-07,IN,Chandigarh,148,Bad Quality
2020-02-07,IN,Patna,108,Bad Quality
2020-02-07,IN,Jaipur,116,Bad Quality
2020-02-07,IN,Visakhapatnam,61,Good Quality
2020-02-07,IN,Mumbai,23,Good Quality
2020-02-07,IN,Bengaluru,55,Good Quality
2020-02-07,IN,Kolkata,44,Good Quality
2020-02-07,IN,Shillong,56,Good Quality
2020-02-07,IN,Thiruvananthapuram,68,Good Quality
2020-02-07,IN,Thrissur,49,Good Quality
2020-02-08,IN,Thiruvananthapuram,53,Good Quality
2020-02-08,IN,Bengaluru,54,Good Quality
2020-02-08,IN,Kolkata,61,Good Quality
2020-02-08,IN,Shillong,58,Good Quality
2020-02-08,IN,Thrissur,13,Good Quality
2020-02-08,IN,New Delhi,65,Good Quality
2020-02-08,IN,Chandigarh,80,Good Quality
2020-02-08,IN,Hyderabad,44,Good Quality
2020-02-08,IN,Bhopal,59,Good Quality
2020-02-08,IN,Visakhapatnam,69,Good Quality
2020-02-08,IN,Patna,90,Good Quality
2020-02-08,IN,Jaipur,73,Good Quality
2020-02-08,IN,Mumbai,27,Good Quality
2020-02-08,IN,Lucknow,65,Good Quality
2020-02-08,IN,Nagpur,71,Good Quality
2020-02-08,IN,Gandhinagar,84,Good Quality
2020-02-08,IN,Chennai,52,Good Quality
2020-02-09,IN,Kolkata,59,Good Quality
2020-02-09,IN,Shillong,55,Good Quality
2020-02-09,IN,Bengaluru,74,Good Quality
2020-02-09,IN,Bhopal,72,Good Quality
2020-02-09,IN,Mysore,39,Good Quality
2020-02-09,IN,Gandhinagar,99,Good Quality
2020-02-09,IN,Chandigarh,75,Good Quality
2020-02-09,IN,Hyderabad,80,Good Quality
2020-02-09,IN,Thrissur,35,Good Quality
2020-02-09,IN,Chennai,85,Good Quality
2020-02-09,IN,New Delhi,61,Good Quality
2020-02-09,IN,Lucknow,113,Bad Quality
2020-02-09,IN,Mumbai,63,Good Quality
2020-02-09,IN,Jaipur,76,Good Quality
2020-02-09,IN,Patna,64,Good Quality
2020-02-09,IN,Visakhapatnam,71,Good Quality
2020-02-09,IN,Thiruvananthapuram,51,Good Quality
2020-02-10,IN,Visakhapatnam,143,Bad Quality
2020-02-10,IN,Jaipur,117,Bad Quality
2020-02-10,IN,Mumbai,97,Good Quality
2020-02-10,IN,Chennai,83,Good Quality
2020-02-10,IN,Gandhinagar,91,Good Quality
2020-02-10,IN,Mysore,59,Good Quality
2020-02-10,IN,Bhopal,83,Good Quality
2020-02-10,IN,Chandigarh,150,Bad Quality
2020-02-10,IN,Lucknow,173,Bad Quality
2020-02-10,IN,Nagpur,83,Good Quality
2020-02-10,IN,New Delhi,159,Bad Quality
2020-02-10,IN,Thrissur,32,Good Quality
2020-02-10,IN,Hyderabad,101,Bad Quality
2020-02-10,IN,Kolkata,43,Good Quality
2020-02-10,IN,Bengaluru,80,Good Quality
2020-02-10,IN,Shillong,71,Good Quality
2020-02-10,IN,Patna,107,Bad Quality
2020-02-10,IN,Thiruvananthapuram,73,Good Quality
2020-02-10,IN,Hyderabad,101,Bad Quality
2020-02-10,IN,Thrissur,32,Good Quality
2020-02-10,IN,New Delhi,159,Bad Quality
2020-02-10,IN,Nagpur,83,Good Quality
2020-02-10,IN,Bhopal,83,Good Quality
2020-02-10,IN,Chandigarh,150,Bad Quality
2020-02-10,IN,Patna,107,Bad Quality
2020-02-10,IN,Mumbai,97,Good Quality
2020-02-10,IN,Jaipur,117,Bad Quality
2020-02-10,IN,Shillong,71,Good Quality
2020-02-10,IN,Kolkata,43,Good Quality
2020-02-10,IN,Thiruvananthapuram,73,Good Quality
2020-02-10,IN,Bengaluru,80,Good Quality
2020-02-10,IN,Gandhinagar,91,Good Quality
2020-02-10,IN,Lucknow,173,Bad Quality
2020-02-10,IN,Mysore,59,Good Quality
2020-02-10,IN,Visakhapatnam,143,Bad Quality
2020-02-10,IN,Chennai,83,Good Quality
2020-02-11,IN,Patna,170,Bad Quality
2020-02-11,IN,Nagpur,163,Bad Quality
2020-02-11,IN,Bhopal,162,Bad Quality
2020-02-11,IN,Lucknow,210,Bad Quality
2020-02-11,IN,Mysore,95,Good Quality
2020-02-11,IN,Gandhinagar,140,Bad Quality
2020-02-11,IN,Chennai,117,Bad Quality
2020-02-11,IN,Thrissur,85,Good Quality
2020-02-11,IN,Chandigarh,168,Bad Quality
2020-02-11,IN,New Delhi,200,Bad Quality
2020-02-11,IN,Hyderabad,163,Bad Quality
2020-02-11,IN,Kolkata,59,Good Quality
2020-02-11,IN,Jaipur,140,Bad Quality
2020-02-11,IN,Mumbai,162,Bad Quality
2020-02-11,IN,Visakhapatnam,156,Bad Quality
2020-02-11,IN,Shillong,55,Good Quality
2020-02-11,IN,Bengaluru,160,Bad Quality
2020-02-11,IN,Thiruvananthapuram,122,Bad Quality
2020-02-12,IN,Bengaluru,89,Good Quality
2020-02-12,IN,Thiruvananthapuram,98,Good Quality
2020-02-12,IN,Patna,196,Bad Quality
2020-02-12,IN,Visakhapatnam,151,Bad Quality
2020-02-12,IN,Mumbai,162,Bad Quality
2020-02-12,IN,Jaipur,157,Bad Quality
2020-02-12,IN,Kolkata,194,Bad Quality
2020-02-12,IN,Shillong,159,Bad Quality
2020-02-12,IN,New Delhi,276,Bad Quality
2020-02-12,IN,Hyderabad,160,Bad Quality
2020-02-12,IN,Thrissur,59,Good Quality
2020-02-12,IN,Gandhinagar,151,Bad Quality
2020-02-12,IN,Chennai,105,Bad Quality
2020-02-12,IN,Nagpur,124,Bad Quality
2020-02-12,IN,Chandigarh,174,Bad Quality
2020-02-12,IN,Bhopal,154,Bad Quality
2020-02-12,IN,Lucknow,266,Bad Quality
2020-02-13,IN,Thiruvananthapuram,118,Bad Quality
2020-02-13,IN,Chennai,121,Bad Quality
2020-02-13,IN,Chandigarh,125,Bad Quality
2020-02-13,IN,New Delhi,170,Bad Quality
2020-02-13,IN,Gandhinagar,157,Bad Quality
2020-02-13,IN,Thrissur,168,Bad Quality
2020-02-13,IN,Nagpur,99,Good Quality
2020-02-13,IN,Kolkata,174,Bad Quality
2020-02-13,IN,Bhopal,142,Bad Quality
2020-02-13,IN,Mumbai,158,Bad Quality
2020-02-13,IN,Shillong,157,Bad Quality
2020-02-13,IN,Hyderabad,154,Bad Quality
2020-02-13,IN,Visakhapatnam,166,Bad Quality
2020-02-13,IN,Patna,172,Bad Quality
2020-02-13,IN,Bengaluru,103,Bad Quality
2020-02-13,IN,Lucknow,171,Bad Quality
2020-02-13,IN,Jaipur,155,Bad Quality
2020-02-14,IN,Chennai,153,Bad Quality
2020-02-14,IN,Mumbai,153,Bad Quality
2020-02-14,IN,Jaipur,123,Bad Quality
2020-02-14,IN,Patna,169,Bad Quality
2020-02-14,IN,Visakhapatnam,157,Bad Quality
2020-02-14,IN,Bhopal,135,Bad Quality
2020-02-14,IN,Chandigarh,118,Bad Quality
2020-02-14,IN,Bengaluru,128,Bad Quality
2020-02-14,IN,Gandhinagar,135,Bad Quality
2020-02-14,IN,Nagpur,71,Good Quality
2020-02-14,IN,New Delhi,158,Bad Quality
2020-02-14,IN,Kolkata,172,Bad Quality
2020-02-14,IN,Lucknow,157,Bad Quality
2020-02-14,IN,Hyderabad,161,Bad Quality
2020-02-14,IN,Shillong,161,Bad Quality
2020-02-14,IN,Thiruvananthapuram,111,Bad Quality
2020-02-14,IN,Thrissur,162,Bad Quality
2020-02-15,IN,Shillong,171,Bad Quality
2020-02-15,IN,Visakhapatnam,156,Bad Quality
2020-02-15,IN,Kolkata,159,Bad Quality
2020-02-15,IN,Jaipur,103,Bad Quality
2020-02-15,IN,Lucknow,160,Bad Quality
2020-02-15,IN,Hyderabad,157,Bad Quality
2020-02-15,IN,Chennai,119,Bad Quality
2020-02-15,IN,Bhopal,124,Bad Quality
2020-02-15,IN,Thrissur,46,Good Quality
2020-02-15,IN,Mumbai,144,Bad Quality
2020-02-15,IN,New Delhi,164,Bad Quality
2020-02-15,IN,Chandigarh,116,Bad Quality
2020-02-15,IN,Thiruvananthapuram,102,Bad Quality
2020-02-15,IN,Nagpur,98,Good Quality
2020-02-15,IN,Gandhinagar,155,Bad Quality
2020-02-15,IN,Bengaluru,129,Bad Quality
2020-02-15,IN,Patna,150,Bad Quality
2020-02-16,IN,Mumbai,163,Bad Quality
2020-02-16,IN,Gandhinagar,147,Bad Quality
2020-02-16,IN,Visakhapatnam,129,Bad Quality
2020-02-16,IN,Lucknow,187,Bad Quality
2020-02-16,IN,Nagpur,86,Good Quality
2020-02-16,IN,Chennai,85,Good Quality
2020-02-16,IN,Bhopal,140,Bad Quality
2020-02-16,IN,Bengaluru,103,Bad Quality
2020-02-16,IN,Chandigarh,146,Bad Quality
2020-02-16,IN,New Delhi,179,Bad Quality
2020-02-16,IN,Jaipur,117,Bad Quality
2020-02-16,IN,Thiruvananthapuram,128,Bad Quality
2020-02-16,IN,Hyderabad,154,Bad Quality
2020-02-16,IN,Patna,158,Bad Quality
2020-02-16,IN,Kolkata,173,Bad Quality
2020-02-16,IN,Thrissur,16,Good Quality
2020-02-16,IN,Shillong,177,Bad Quality
2020-02-17,IN,Chennai,78,Good Quality
2020-02-17,IN,Visakhapatnam,111,Bad Quality
2020-02-17,IN,Chandigarh,119,Bad Quality
2020-02-17,IN,Patna,165,Bad Quality
2020-02-17,IN,Shillong,187,Bad Quality
2020-02-17,IN,Kolkata,172,Bad Quality
2020-02-17,IN,Lucknow,184,Bad Quality
2020-02-17,IN,Hyderabad,152,Bad Quality
2020-02-17,IN,Nagpur,140,Bad Quality
2020-02-17,IN,Thiruvananthapuram,135,Bad Quality
2020-02-17,IN,Gandhinagar,124,Bad Quality
2020-02-17,IN,Thrissur,31,Good Quality
2020-02-17,IN,Bengaluru,105,Bad Quality
2020-02-17,IN,New Delhi,179,Bad Quality
2020-02-17,IN,Bhopal,103,Bad Quality
2020-02-17,IN,Mumbai,173,Bad Quality
2020-02-17,IN,Jaipur,125,Bad Quality
2020-02-18,IN,Bengaluru,109,Bad Quality
